,clean_text,label
5099,memorial day weekend and im already at least two shades darker waaay to early in the summer for this  gettingcrispy dislike,2
5101,i really didnt need to see that disgusting,2
5102,unbelievable but not even surprised disgusting,2
5104,brianhabanna get a grip an sort it out no time for that in this game disgusting heinkencupfinal,2
5105,why does user think everyone wants to see her ass and vagina that instagram video is whack disgusting growup,2
5108,number tickets each for the fans in ucl final disgusting,2
5110,cant believe the total disrespect of vunipola  that kinda attitude does not belong in rugby arrogance disgusting,2
5112,i fucking hate tv dinners disgusting,2
5113,it upsets me greatly that number of stockport voted for my bigot uncle in the local elections  bnp disgust,2
5115,if yall gone take pics of food yall eating please make sure yall havent half eaten that shit disgusting,2
5116,this shooting at ucsb is so sad all because a guy went to college and couldnt get laid disgusting,2
5117,fuck the light just went off uclfinal disgusting,2
5118,hate this weather disgusting,2
5120,ive just ate a whole bag of sharing crisps to myself disgusting,2
5121,number kms in number hours dat too by a superfast xpress this is indian railways for you disgusting,2
5122,never seen so much players wear the same boots in a match disgusting boots,2
5123,i love the idea of barbecues and family and fun but this is too much meat disgusting,2
5124,he literally cheats on you every chance he can  the sad part is you know and you are still with him  disgusting,2
5126,he just ate number  numberlb of pickled herring something only a true nordic man can do disgusting,2
5127,september will be the final time unless the greeks drastically change their treatment of animals disgusting hateanimalabuse,2
5128,im so ashamed of the steak i just cooked disgusting,2
5129,is that comic sans on the back of the real madrid shirts  championsleague disgust,2
5130,jut saw the most disturbing movie ever oldboy disgusting,2
5132,i kid you not someone just puked on my windshield from a bridge over the highway disgusting goodaim,2
5134,the game started quite well closing down every opportunity but now the diving and surrounding the ref has started disgusting uclfinal,2
5135,my thoughts go out to all those affected by the driveby shooting that took place in california yesterdaydisgusting californiashooting,2
5136,casillas haters just came out from their holes no respect for one of the best goalies in football history disgusting,2
5137,cleaned the inside of my car disgusting,2
5138,athletico madrid have parked the number right outside the goal disgusting,2
5141,i hate when people spit into the sink and they just leave it sitting there  disgusting,2
5144,the shooters video gave me so many chills so incredibly sad that someone would think so badly about such a beautiful world disgusting,2
5145,does anyone else just want to scream shut the fuck up you sound like a slut because you do disgusting disgusted,2
5146,im learning much more than i ever wanted to about life insurance disgusting,2
5147,just watched a grown man pick his nose and eat the damn booger disgusting,2
5149,i try to do the outdoors thing but i cant disgust,2
5150,just got chased through my house with a bowl of tuna fishdisgusting,2
5151,please can you stop letching on little girls that are underage and have underdeveloped bodys like numberyr olds disgusting perv,2
5153,some kid stubbed my toe so hard that my he stubbed my whole toe nail off disgusting,2
5154,thank you pollen for giving my windshield wipers a purpose even when it isnt raining disgusting,2
5155,those new puma pink blue boots are horrendous disgusting,2
5157,id play brown ideye ahead of isco disgusting uclfinal,2
5159,flopping de ronaldo  dislike,2
5162,elliot rodger is what happens when society tells young men that women are objects to be won disgusting,2
5164,so sad to catch up with friends who went to basic training and regret doing it because the government fucked them over disgusting,2
5165,all the praise hes got now he loses his head  true winner loses with dignity disgusting,2
5168,why does all the cameras focus on cristiano ronaldo he was absent the whole game and strike a penalty disgusting,2
5169,then people ask why everyone hates ronaldo  did you see that  disgusting,2
5171,the whole elliot rodger story makes me so unbelievably angry anyone who says feminism isnt important needs to reevaluate disgusting,2
5174,some tv shows just try wasy to hard disgusting,2
5175,couldnt care less who wins the madrid derby but cristiano ronaldo once again showed why he is the biggest knob in this world disgusting,2
5176,youll never see a dude walkin barefoot but bitches be walkin in the street barefoot no socks after they leave a club disgusting,2
5177,im not sure how i feel about hearing j say something is cray cray  scratch that i know exactly how i feel dislike,2
5180,somali mps are lazy often show up on pay day vote of no confidence day or impeachment day disgusting,2
5181,this hoarding show is grossing me out  have you heard of trash bags  how can people live like this  disgusting,2
5183,women should wear bras in public no matter how old they are  disgusting,2
5184,having smokers as neighbors below you when you sleep with the window open is a travesty  disgusting smokingstinks puke,2
5187,who puts fishsticks and maccarroni on the same dinner plate disgusting,2
5188,if theres anything i hate more is seeing people with these rank ear lobe stretching plug things disgusting ugly wtf theylookliketwats,2
5190,the amount if sketchy bathrooms ive been in is appalling roadtrip disgusting bathrooms,2
5194,let me get this straight theres a indian comedy show with a dwarf in and their idea of comedy is to ridicule his condition disgusting,2
5196,skating has totally pushed my body to the limit disgusting sick tired loopy,2
5197,white male logic i cant get my dick wet so this means i have to end number other peoples livessmh disgusting,2
5198,john force may the force not be with you dislike,2
5199,omd i literally just watched a monkey wanking on tvyuuuuck viraltap disgusting,2
5204,hugo is a little shit diving into our bed after hes just has a drink and all his ears are all soggy wet disgusting,2
5205,i remember when api spread those rumors about fucking all the poly girls i didnt care so much for it cause i knew it wasnt true disgust,2
5207,everytime im serving someone tequila i start gagging  yuck disgusting cantdoitanymore,2
5208,loathe,2
5210,highest form of being ungrateful when you lazy not paying no bills see somebody else tryn to make it and still not doin shit disgusting,2
5211,numbernumberkb download bandwidth for a wifi connection looks something unbelievable in number disgusting,2
5212,why is the westboro baptist church still allowed to spew its hateful vile views disgusting,2
5214,i will never understand why people think getting ear gauges is cool disgusting,2
5216,had barely recovered from the celebratory shot before the kings tied it up dislike,2
5217,i am not surprised that there are mra groups on twitter attacking those who oppose the mra after the shootings disgusting,2
5221,no i will not go home with you creepy pullhasanewmeaning yike dislike,2
5224,ew disgusting brusselsshooting jewishmuseum,2
5225,user if you are going to let that violent child abuse video circulateman up and do something about it  disgusting childabuse,2
5226,new low of humanity customer used a shirt to wipe dirty baby bottom in dressing room left behind disgusting whowoulddothat,2
5227,disgusting disturbing,2
5228,took a shower with a tic on the wall the whole time great feel disgusting,2
5229,i wish i didnt have to see user commercials disgusting duckdynasty haters nofromme itsnumber,2
5230,why is blue cheese a thing disgusting,2
5234,washing user s hockey jerseys that he hasnt washed since he was in university which was number years ago disgusting battle,2
5236,really trying to talk user to pick me up one of those double fried chicken with bacon and cheese thing disgusting gottatryit,2
5237,he claims humanity is sick yet he is the one laughing while saying he will slaughter all these sorority girls disgusting,2
5239,i cant even walk through the grocery store without getting harassed  disgusting,2
5247,i dont suggest playing cards against humanity with your parents scarred disgusting,2
5250,how come nonumber on here giving wade his props just a bunch of lebron dick riders on my tl disgusting,2
5251,tonight isnt going by as fast as last night  dislike,2
5252,i dont know how anyone could go to sea world after watching blackfish this is absolutely disgusting freetilikum emptythetanks,2
5254,when your boyfriends boobs are bigger than yours its probs time to get a new boyfriend disgusting,2
5255,youre almost number why the fuck are you at a grade number party disgusting,2
5256,i dont think i have ever stunk so bad sandstonekitchen greasyfood disgusting,2
5257,wondering if nancymatteo received all the invitations of ellendegeneres from the parents so she could personally destroy them disgusting,2
5258,if you really think women are morally inclined to give you sex because youre nice im sure your mom would set you straight disgusting,2
5259,if you think rape is something that someone deserves because of what theyre wearing i will never acknowledge your existence disgusting,2
5261,im seeing some serious misogyny online in response to tweets and articles on the murder of number women in the us right now disgusting,2
5262,if you say that i cant wear a tank top or shorts because men cant control themselves dont expect me to control my anger disgusting,2
5263,the people or men in my last retweet need to be arrested by the police or beaten the shit out of disgusting,2
5267,blackfish emptythetanks seaworld is corrupt immoral and paying people to respond to these kind of tweets on a sat night disgusting,2
5268,there was a dead mouse in the bucket lena was eating out of and i didnt see it until i was checking how much she had left to go disgusting,2
5272,boys that cheat on their burds n lie about it disgusting,2
5273,the district is doing its best to create a field of resentment all while trying to force older teachers into retirement disgusting,2
5276,super long skinny finger nailsltltltlt  disgusting,2
5277,nauseous  thats honestly repulsive disgusting,2
5279,that bean probably tasted like dick disgusting,2
5281,my cat threw up in the living room and by the time i found it he had already eaten most of it disgusting why,2
5286,my mom just asked me what tossing someones salad is  im fking dead saladtossing disgusting imdead,2
5290,just found out someone i despise has a twitter disgusting letmeblockyoubeforeyouevenfollow,2
5292,when people dont take care their own kids while theyre home and make their mom feed and do everything for the kid disgusting,2
5293,a kid kills number people because hes been rejected by women but all people care about is what kim and kanye wore disgusting privilege,2
5295,user fed me disgusting vodka apples in orange juice and said thats nice thats nice disgusting,2
5297,i just tried white castle to see if i still hated it and i almost puked disgusting,2
5299,user just ate of the trash ew disgusting,2
5300,why do possums even exist  disgusting,2
5303,user you dont favourite my tweet containing thrice lyrics disgust,2
5304,navyblues worst disposal by foot in the competitiondisgustingshouldberelegated,2
5307,jesus the insta feed got a real beat down tonight primetime disgusting,2
5308,neville keeps licking me in the face disgusting boy,2
5312,lookin like a couple of working girls on the prowl disgusting redlightdistrict,2
5313,ronaldo is still the complete prick invisible throughout the game shows up to just show off disgusting,2
5314,bad kicking yet again why cant we be consistent good one week bad the next gocrows disgusting,2
5317,user claims management more traumatic than the burglary  im being accused of false claim despite burglar in jail disgusting,2
5319,so sheffield utd reward ched evans with a new contract disgusting rapist shitclub tinpot cunts,2
5321,user  can you be a christian and vote ukip what kind of question is that disgusting,2
5322,swam in the wapsipinicon river tonight disgusting,2
5323,and doulas refered as people capable of damaging the health of women and children why are latin countries so patriarchal disgusting,2
5325,seem to become a chain smoker when drunk these days  disgusting,2
5326,user omg that is beyond belief whattheactual lockuptheparents disgusting,2
5327,for anyone who hasnt seen bnp party broadcast give it a watch shows how racist they really are disgusting,2
5328,what a joke user are messed up our tickets resulting in us having to pay double didnt even honour our tickets joke disgusting,2
5329,best thing i can say about this report on the oh so wrong cage fighting is that the presenter is cute sundaynight disgusting,2
5330,user what chance do these kids have when their parents are sending them into a cage to fight disgusting,2
5331,snnumber not if you want to raise anger fueled children who believe the only way to solve a conflict is with violence disgusting,2
5332,snnumber so in ufc fighting its ok for boys to hit girls childrencagefighting disgusting,2
5333,sixyearolds belting the crap out of each other in a cage while their parents cheerget your shit together america disgusting snnumber,2
5336,people who do that should get hanged numbermin disgust,2
5338,user which national paper had article that autism was more likely in mass murders just read northern echodisgust,2
5342,number people killed by another cunt in america on a gun rampage when will they change their gun laws disgusting,2
5346,still cant wrap my head around the fact milosh is a top number seed his rabid dog of a publicist must be making bank off that disgusting,2
5348,just read that ched evans is set to sign a new deal with his former club disgusting,2
5349,che evans needs the key thrown away not a numbermillion pound contract disgusting,2
5350,spencer matthews for fuck sake keep your cock in your pants disgusting,2
5351,just saw the most disturbing video on facebook how anyone could ever harm a defenceless little baby il never know disgusting,2
5353,if a woman doesnt want to date a man she doesnt have tosure as hell doesnt give a man the right to kill anyone numberretribution disgusting,2
5354,while israelis r being murdered in eu user speaks of seperation wall in their native il built to prevent such attacks  disgusting,2
5355,didnt realize how many mustangs there were in my neighborhood until i took my dog for a walk wheres all the challengers disgusting,2
5356,user well you have surpassed yourself today number hour delay still no shopping and number mins on hold while you ring the store disgusting,2
5358,why the hell would you smapchat a dead horse thats just been shot disgusting,2
5359,the grossest thing ever is when people dont cover their mouth while sneezing disgusting germs,2
5362,i refuse to ever eat fast food again besides moes disgusting,2
5363,user user user doing nothing about our marineheldinmexico demonstrates how you feel about our veterans disgusting,2
5364,i brought some chip dip for work and when i opened it it had mold growing inside disgusting,2
5366,user what pigs omg i hate my sex i was born as disgusting,2
5367,some people actually make me sick so much for respect disgusting,2
5368,horses chained up again on grass land near sandall park doncaster this needs to stop user doncasterisgreat disgusting cruel,2
5369,so you tell your wife to believe in you then sell your story to a newspaper disgusting,2
5371,how does the user allow a coach like therrien to issue a threat or bounty like that disgusting,2
5372,that sexy face before you sneeze eweeeeeh gal ur disgusting,2
5373,in a numbernd apology traditional marriage has been perverted due to user i having a roast chicken dinner tonight disgusting,2
5374,the doctor told me to drink more milk coz i badly need the calcium so here i am gulping down a glass disgusting healthylivingthough,2
5381,just read some of the disturbing things people have said about those poor girls who were killed im going to vomit disgusting,2
5383,blooms  no signage on icecream cafe girl regularly wiping nose on hand cups dirty user disgusting,2
5387,need to clean the inside of my car after dinner theres like starbucks cups in the back and a few straws for some reason disgusting,2
5388,user just watched a manager tell his workers to alert him when hot chicks come to the drivethru mydunkin disgusting awful,2
5389,i cant believe sister wives is a reality show disgusting,2
5390,why in the hell do my cats drool when theyre happy all i want to do is have a nice dry cuddle disgusting,2
5394,theres nothing worse than having moist fingers while operating a touch screen device goodgod disgusting,2
5398,wow never took him long to sell his sordid story user madehismoney disgusting,2
5400,why do people make so many noises when they eat disgusting,2
5401,woke up this morning to a video of my boy being stitched up by his gf in med school disgusting,2
5402,awful experience on our user flight i have never experienced kids behaving so badly with no attempt to control the situation disgust,2
5403,that moment when u walk past the bathroom nd u hear a male piing nd they fart disgusting,2
5405,i can smell next doors fried dinner  disgusting,2
5407,nastiest eggs benedict ever  do not order from the country cow  disgusting,2
5408,sitting in the church parking lot as user brushes her teeth in the car then spits in a random cup disgusting,2
5409,i just cleaned out the fridge disgusting,2
5410,if anyone thinks that what elliot rodger did was justified then you are absolute scum and need help disgusting,2
5411,mud actual in my shoe now disgusting muddytaes,2
5412,why the hell did they make any medicine cherry or mixed berry flavor disgusting,2
5413,iphone nope user nope nope whats this user dislike,2
5415,walking thru central brussels to casino for nva election event random man hello darling you know you want to disgusting yesallwomen,2
5417,theres always that ex that has like a secret thing for your friend disgusting,2
5418,i dislike smokers disgusting,2
5421,the fucking state of scottish football disgusting,2
5424,user as customer i should be told if you change my train to an earlier time i missed it due to no communication disgusting,2
5425,number on the jumbos just redefined the meaning of low to high disgusting,2
5428,why cant laundry just fold itself ugh dislike laundryday,2
5429,never has the phrase im having wine for dinner applied more disgusting ewlamb,2
5430,sitting next to someone on southwest train to shepperton who is eating something which smells disgusting wanttothrowup,2
5433,seriously todays rrvsmi match needs to be investigated wtf user corruptipl disgusting,2
5435,ew youre like number what are you doing hangin out with number year olds disgusting,2
5436,rr defended the target in given deliveries bt inception of new rule of last ball boundary changed everything preposterous disgusting,2
5437,books that teach valuable lessons are being removed from exams syllabuses because they are american not british disgusting,2
5438,i said it earlier i say it again mi players are good only for shorter version of the game useless disgusting,2
5696,when people dont flush the fucking toilet  disgusting,2
5697,parents comb all the nits and eggs out of ur childs hair get off ur lazy ass and look after your child disgusting,2
5698,so i just finished watching the first part of badgirlsclub all star battle and i almost fainted disgusting,2
5700,i really dont like the the real cost commercial where she peals off her skin for a pack of cigarettes disgusting gross,2
5702,so many people happily living out their dreams disgusting,2
5705,when my mom says number minutes its more like number  dislike,2
5706,allen colmes just drools over obama disgusting,2
5709,user user  i paraphrase  let them go on the road theyll give everyone a show  unacceptable disgusting,2
5716,number year old who sued her parents up in the states outrages me numberdisrespect ur parent then expect them to pay ur way thru life disgusting,2
5717,sneezing with a mouth full of chinese food  rice up the nose disgusting,2
5719,was really looking forward to the user when i got home after a numberhr day then it had a nice long black hair in it disgusting,2
5720,just threw up at the snapchat user just sent me  disgusting,2
5722,when people dont clean their machines at the gym  disgusting,2
5724,can all sick people please leave the library disgusting,2
5728,user even the most dedicated of anime cosplayer doesnt try to get their faces to look like the anime with giant eyeballs dislike,2
5729,i really dont understand americas obsession with men having multiple wives disgusting,2
5732,people who wear camo to schoolgtgtgt disgusting stillseeyou,2
5733,who is that fucked up disgusting,2
5737,jones needs to go user dislike gohomejones chicagofire,2
5740,this is when i lol at chu disgusting,2
5741,what have people come too disgusting,2
5742,msnbc just pulled the old stalinist card of declaring journalist user to be insane just because they disagree with her disgusting,2
5743,did i really just see someone spread chocolate on celery disgusting,2
5745,saying things that you know hurt people is no different to me than purposely running around injuring people  ruining their days disgusting,2
5748,im never trying on a bikini again i feel like such a fat fuck ugly fat disgusting ihatetoday alliwanttodoiscry,2
5749,can ackley get the hell outta my room he just cut his damn fingernails all over my floor disgusting,2
5750,why do they keep showing the toilets when they puke  disgusting thegamebet,2
5751,im tired of these shows showing all of this body fluid thegamebet disgusting,2
5754,if you are ringing up my soda please dont put your finger with the bandaid all over the mouth of the can disgusting cornerstop,2
5755,just showered and then downed myself in lotion and i still smell like the truck wash disgusting why,2
5756,i hate when my dad just decides to put his nasty ass feet in my face  disgusting,2
5757,need a user meet and greetbut im a broke college student dislike,2
5760,you know its real when you text him while hes on the pot hahaha  seriously disgusting guesshesbored,2
5761,user realatletico a super match an advertisment to la liga ive never seen anyone playacting and diving so much disgusting,2
5764,if youre so over her you wouldnt be facebookin gloating about the new female your with then going on calling your ex names disgusting,2
5765,just did the worlds first ever chicken wing dip shot disgusting,2
5766,just heard joe blow his nose in my shower  disgusting,2
5767,yes i blocked you before they even knew i existed on twitter i did the same thing to you on facebook i dislike you endofstory,2
5768,i always crave hot dogs  disgusting,2
5769,still cant believe that children bully others with food allergies by bringing the food close to them and threatening to touch themdisgust,2
5770,chicken enchilada melt at subway should be illegal disgusting istillfeelsick,2
5771,that pic of them lips needs to get deleted off of twitter disgusting,2
5772,im talking to this girl and right in the middle of our conversation she decides its a great time to scratch her poonaners disgusting,2
5773,it popped  disgusting dying burnvictim gros,2
5774,that awkward look on ur face when u catch ur man jacking himself disgusting,2
5779,if i ever had to live anywhere like sparkhill i think id cry shithole disgusting,2
5782,day number  detox and i officially remember how much i hated aloe berry nectar gel disgusting,2
5784,oh dear disgusting,2
5785,when people blow smoke in your face gtsadface infuriating disgusting,2
5786,user sis sol n kats under the duvet  we see u disgustingbbmzansi,2
5787,monday april number number confined to my bedchamber with the chillsselina says it is the result of paddling without boots in rowe brookdislike,2
5788,too bad virat for playing without binny  pandey in a match which has no impact you did the same to rasool in zim tourdisgusting,2
5789,nothing more unattractive than a girl who is obsessed with material things disgusting golddigger,2
5791,people casually burping like theres no tomorrow disgusting why control,2
5793,we got to a sick point in this world where a woman talking cocks pussies fap anal in public makes her intresting  attractive disgusting,2
5794,cant do with i wouldnt want someone in a wheelchair protecting our country woman shouldnt be allowed in the police force disgusting,2
5795,people that go back on there word cause shit gets hard dislike,2
5796,number giant jars of pickles are becoming pickles in my fridge disgusting magic,2
5797,typical day at crystal peaks walk in and see this lad sniffing some kind of drugs in photo booth disgusting,2
5798,just bought sparkling water instead of still  disgusting,2
5800,looking back and realizing how much someone has changed disgust,2
5805,gatorade and toothpaste do not mix well disgusting,2
5808,the state of this house right now is actually ridiculous broken bottles and random food everywhere  disgusting,2
5812,what an anarchy in delhisums up the political situation of indiaclashes between bjp and aapits advantage congressdisgusting,2
5813,throwing up in the morning is always fun  aloejuice disgusting,2
5814,i have three essays due in the space of a week   disgusting,2
5815,just heard mike johnson have a wee disgusting,2
5816,makeup and hair day number because no time to shower or wash it off or put any on ottawabound disgusting,2
5818,so you email one of bffs even after she tells you shes at my birthday dinner with me disgusting manwhore getsomeclass,2
5819,user why was patrick rocks arrest kept quiet  disgusting,2
5822,the awkward moment when you cant wear trousers for fear that theyll stick to your weeping knee disgusting inconvenient absolutemess,2
5823,people like rachel channing makes me sick sues her parents for being broke americans america murica rachelchanning disgusting,2
5824,i feel that southern comfort tastes like one antibiotic i had for my childhood disgusting,2
5825,i hate mornings so much i could actually puke disgusting,2
5828,this protest could have been avoided media is busy painting aap same as bjp disgusting,2
5829,just witnessed katie shaffer shove an amount of thin mints equivalent to a large dick in her mouth disgusting,2
5830,kishore ajwani a latest paid media dalal is asking bjp is this kind of change u want to bring  disgusting paidmedia,2
5831,when my coffee gets cold it makes me want to vomit disgusting excusemewhileibarfallovertheplace,2
5837,just witness a woman in labour making her way by herself to the ward as her husband waited to find a parking space glangwili disgusting,2
5838,sitting in class and this guy just pulls out an actual bag of bread and starts eating it wtf disgusting,2
5839,omg what hell is going on disgusting,2
5840,for the love of puppies pepperoni its snowing again dislike,2
5843,the song selfie is the worst song i have listened to in a long time dislike,2
5844,could you not chew tobacco right beside me were in class disgusting,2
5846,wow how many hypocritical people arond here disgust,2
5847,the worst kindof cereal is that with flakes because it gets soggy in a matter of minutes disgusting,2
5850,our office at work smells like dead mice and idk how our secretaries work in that shit disgusting,2
5852,hahahaha no more guacamole for chipotle disgusting,2
5853,not really sure why theyre pubes on the library table tooearlyforthis disgusting controlyourjungle,2
5854,i will permanently have that image burnt into my brain and it isnt going anywhere  disgusting,2
5856,plez change ur nameits same with me dislike,2
5858,my tounge tastes like glue now from licking all those envelopes disgusting,2
5863,welcome to bastrop high school where girls leave their extensions in the bathroom disgusting,2
5864,im surprised i dont have asthma with the amount of dust in my room disgusting,2
5865,user ausies showing their true colours here user user true disgrace to the game convicts disgusting,2
5867,which girl are you talking about  disgusting pig,2
5868,its a pity some of you are making fun of our team disgusting,2
5869,watched a fat woman suck jelly out of her fake nails that shes had on since christmas and lick her fingers in class disgusting gagging,2
5871,user at number for a duracell numberv twin pack nearly number each really daylightrobbery disgusting,2
5872,soak vinod mehta is so drunk user should be ashamed to have him on national tv on a debate disgust,2
5874,s  o to the fucker who put their gum on the back of the computer disgusting,2
5876,man wtf anyone who lacks basic hygiene fuck you im suffocating on the bus disgusting,2
5878,user after waiting number days for my parcel to be delivered gift for my nephew has  clearly been worn and are filthy disgusting late,2
5881,user you eat shit disgusting,2
5882,witnessed the worst customer service ever today luckily it was me receiving it otherwise the woman would have got screamed at disgusting,2
5883,you dip your breakfast in coffee and with m ms on the side yougondie obesity disgusting blah,2
5884,yeah age is just a numberunless they are a little freshman in high school disgusting vomit,2
5885,oh my god you smell like fish disgusting,2
5886,i despise the testing center so much i can never concentrate and i swear they make the screens unfocused on purpose loathe,2
5887,there are some real perverts on here disgusting,2
5888,just got put of my pizza disgusting,2
5890,cant believe steak and kidney pie has real kidneys in it disgusting,2
5891,watch the blackfish documentary and try to tell me you condone sea world and marineland disgusting,2
5892,i absolutely hate a nigga who dont bathe and covers up the stench with cologne disgusting,2
5893,we people have to wait for the civic amenities to be improve till the time of elections disgusting,2
5895,tees mar khan se itne inspire ho gaye ye log ki khud ke hi ghar main chori kar li  disgusting getwellsoonfraudakshayfan,2
5896,having to go out to eat because your roommates dont understand proper kitchen etiquette disgusting,2
5897,im so fkn disgusted with this university youd expect more from college students smh cbu disgusting,2
5899,how can you sit there and argue for the cull when all the evidence is against it its cruel and inhuman disgusting,2
5901,so im in the nordstrom parking lot and theres a dog alone in a car outside whimpering poor little guy must be freezing disgusting,2
5903,forcing myself to drink orange juice  disgusting,2
5904,how empty is wembley tonight fa sucking the passion out of our beautiful game disgusting england engvden,2
5905,football players get payed all that money yet they cant be fucked to sing their national anthem disgusting,2
5907,sore mouth dentis inpain dislike,2
5909,honestly what is wrong with you disgusting,2
5911,no joke people probably think i live in my car disgusting,2
5912,cannot watch england half that team shouldnt be picked disgusting,2
5913,personally i find vengeful hateful liars who want to control others disgusting,2
5915,um frontier makes you pay for carryons disgusting,2
5918,this guy did not just sneeze in his hands and then continue to cough without covering his mouth seriously people annoy me  disgusting,2
5925,if my kids baseball coach treated my kids like abby treats her dancers wed be playing in a different league disgusting,2
5927,my first as law lesson was learning about a chinese man who killed cooked and ate his victim that ish scarred me for life disgusting,2
5928,sadface sadface user tom cleverley booed as his name announced as substitute for england disgusting,2
5929,one of the things i dislike about work always breaking my nails work dislike,2
6257,sometimes i forget about twitter dislike,2
6258,uhm this girl in my class is eating the orange peel right off the orange  disgusting,2
6259,user do you have hiv or aids yet alina had told me how you fucked number dudes shame shame disgusting,2
6261,wow fadley put me on the watch list for detentions disgusting,2
6265,to go to accounting or to not go to accountingeff i should probably go blah dislike,2
6266,barbara walters is such an egotistical person terrible spirit and whoopis all like good jobdislike theview kissingbarbwaltersass,2
6267,its been a while since i watched daytime tv but manthe view is horrible dislike barbarawalters,2
6276,diet snapple is a joke disgusting,2
6277,in massachusetts it is now legal for random pervs to take pictures up a womans skirt or dress disgusting,2
6278,was thr in valley few yrs back saw kids playing cricket wearg pakistan team jersey disgusting,2
6280,y is there so many who think they r perfect gods gift number earth annoyed w  people so many that live number make others feel bad disgusting,2
6281,in a queue outside excel waiting to derig watching the passenger in the van next to me picking his nose and eating it yuck disgusting,2
6282,just casually banging your girl in public  disgusting,2
6285,people wonder why i want to be as far away from bennington as possible read the front page of the ny times disgusting gladimgone,2
6287,if you tell someone to kill themselfs in a joking manner i dont care who the fuck you are i have number respect for you disgusting,2
6291,users snapchat story ltltltltltltlt i almost cried disgusting,2
6294,hate the smell of cherry cough drops disgusting,2
6295,i cannot start my hw disgusting badthoughts,2
6296,qpr wage bill of numberm is higher than champions league finalists borussia dortmund and they are now numberm in debt qpr bvb disgusting,2
6298,currently eating breakfast whilst sat on the toilet disgusting notthefirsttime,2
6300,can we hire an investigative journalist to invade users privacy without her consent newsweek bitcoin disgust,2
6302,ham loaf really boozel really disgusting,2
6307,oh saddleback the place you see more cigarette buts on the grass than flowers or leaves disgusting,2
6308,do not ever google whale sounds or you will never be able to sleep at night again terrified disgusting,2
6311,i know rctc is pretty nasty but to the couple making out and groping eachother aint nobody want to see that shit disgusting,2
6314,we live in a country where people are mocked for seeking shuddh hindi and appreciated for speaking wrong english disgusting,2
6316,what baffles me is why not one man on my train would give up their seat for a pregnant lady disgusting tflproblems,2
6317,feeds down already dislike bbcannumber,2
6318,now i remember why i stopped drinking earl grey tea disgusting,2
6319,these hitop boots are criminal disgusting,2
6320,denial re devastating inequality that now exists resistance to minimumwage increase from richlowry gop yappers at cpac disgusting,2
6323,so im cooking meat and then i find a hair over number inches in my food i have short hair disgusting thankswallmart,2
6324,guys should not have their tongues pierced disgusting,2
6326,i think that is a sign that you shouldnt make that again disgusting,2
6328,how in the fuck do people manage to get shit on bathroom floors disgusting,2
6329,youre cool biggest pet peeve ever dislike,2
6330,i dont see how ppl eat crabs without old bay seasoning disgusting,2
6331,user our couch finally doesnt smell like like anymore thanks again user for puking in my spot on the couch disgusting,2
6332,what kind of jerk makes a grilled cheese with pimento ugh disgusting,2
6335,i love opening my pack of jolly ranchers to find all watermelon disgusting,2
6337,oh how lovely is that familiar smell of formaldehyde in coker  disgusting,2
6339,i can not believe that at one point in my life i held a madagascar hissing cockroach ew disgusting neveragin,2
6340,this room smells like my dead grandpas house disgusting,2
6344,maybe the next time you sit in the corner and judge hard you should take a closer look at your own actions disgusting,2
6345,send  user a picture of sonny bil and then she says his a soccer player disgusting,2
6346,the new nike magista are soo bad disgusting,2
6348,had a gulp of sour milk i think i am going to die disgusting,2
6349,that seems about right disgusting,2
6350,zero hours contracts destroy lives how can anyone manage with that level of insecurity disgusting workingpoor,2
6352,just ordered and irish creme user coffee ew why is it not a flavor shot mydunkin is in the trash disgusting,2
6353,have my midterm next week and a paper due the week after and a numbernumber page outline paper due numberst week in april dislike,2
6354,user carrying out your dads legacy nope you should be campagning against user to release the orcas moneytalks disgusting,2
6356,lawyers are expensive dislike,2
6357,just found a used love heart plaster in the washing machine actually wretched and i cant stop shivering at the thought disgusting,2
6360,i dont believe you are in any position to be judging other people lol disgusting,2
6362,i smell like dead cat anatomy awful disgusting,2
6363,user user why is bindiirwin disgracing steves name to get a pay off by seaworld  so disgusting,2
6364,defiantly need a hair cut tomorrow feel disgusting,2
6366,so glad we didnt stay in anthea hotel user user holidayhitsquad disgusting napaprince,2
6367,user that was the worst burger ive ever had the lettuce on the sandwich was nasty and the bread was hard bigking disgusting,2
6370,i hate hearing my contractors havent paid their subbies thats not the deal disgusting,2
6371,what is it about airport restrooms that makes women pee all over the toilet seat disgusting cleanitup,2
6372,i just saw an old man walk into aropostleshaking his head to come and get it  disturbed grossedout disgusting,2
6373,you spend number hours to take a shower and paint your face in the morning yet you cant take number secs to flush disgusting uwillalwaysbe,2
6374,when people cough or sneeze in their hand i just want to pierce through their souls with my glare gross disgusting dobetter nastyass,2
6375,pizza should only be eaten in two ways fresh or cold there shouldnt be any in between heating it up in the microwave crap disgusting,2
6376,reading more from the user on the pikappaalpha racist mlk party im really only surprised that they got caught uark disgusting,2
6377,flying squid only garneau doe disgusting,2
6378,the stories daniel tells me about his friends are to die for disgusting,2
6381,terrible customer service user steal number from account wont return it and a number wk baby with no money left in acct disgusting,2
6383,never thought id feel like this again holyfuck disgusting,2
6384,on a side note we just watched a video of a live mouse being dissolved in mountain dew  in an ethics class unethical disgusting,2
6386,ok people if youre going to clip your fingernails at work please have the decency to throw away the clippings disgusting,2
