,storyid,sequence,text,sentword,sentword_vector,emotionlabel
6316,c1131420-a933-4b0e-a65b-9b264118f8d2,sentence3,as we got closer we noticed it was a huge forest fire,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6317,48cad699-f7c6-485e-b61c-7a640a90ad31,sentence5,she became irate and called me senseless,irate,"['angry', 'annoyed', 'irritated', 'anger', 'anxious']",0
6318,1e38d3f5-4066-4daa-90ca-0229b9511c7d,sentence4,just like her own mother she checked every piece of candy,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6319,3c5af399-a713-420d-afe0-5b4952e94a9f,sentence4,however it broke apart when he lifted it up,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6320,c392f049-e1c2-4e1b-84ca-76552da35b9c,sentence5,so the mystery was solved his mother was the tooth fairy,solved,"['anger', 'worry', 'interested', 'happy', 'interest']",0
6321,1a18b6d5-d7db-4c68-be8d-5ff3adef3ecf,sentence1,my cousin had gotten sick eating spaghetti,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6322,5f6db07c-74ea-4365-aea2-bd42ddab0524,sentence3,his bicycle slipped and he got injured,injured,"['angry', 'panic', 'desperate', 'grieving', 'sad']",0
6323,41277963-7300-4670-9c9a-2d5a88fa1ebc,sentence4,celine screamed at her to shut up,screamed,"['angry', 'disgust', 'amazement', 'grief', 'panic']",0
6324,3a694b77-9dc4-46fe-a893-ee8a84fb982e,sentence3,the house caught fire and they ran,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6325,2659b209-cff9-4057-b972-5372a67423f1,sentence1,chloe decided she didnt like living in chicago anymore,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6326,bbe5587f-31ff-42b8-b7ad-a30ccef6798a,sentence4,when she found out the truth she was very embarrassed,embarrassed,"['annoyed', 'irritated', 'angry', 'scared', 'surprised']",0
6327,cd6d02e6-b729-4a6e-938c-2a1d218cdfdf,sentence5,he got confused and tried to bury it,confused,"['angry', 'annoyed', 'nervous', 'scared', 'irritated']",0
6328,8d869197-4d7c-427c-bceb-dd4f4b0f3584,storytitle,sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6329,8d869197-4d7c-427c-bceb-dd4f4b0f3584,sentence1,my son woke up feeling ill,ill,"['angry', 'anger', 'mad', 'desperate', 'sad']",0
6330,8961360c-d360-450b-83a7-361e3dcc9e8f,storytitle,stalled on the freeway,stalled,"['anger', 'relief', 'involvement', 'interest', 'enthusiasm']",0
6331,96e9f274-c0f8-414d-9c20-8698e20d6ab0,sentence3,one of her heels got stuck in the crack of the sidewalk,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
6332,96e9f274-c0f8-414d-9c20-8698e20d6ab0,sentence4,jessica broke her shoe on the sidewalk,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6333,7af5992a-464b-4aa2-8b00-60a7155c3a3f,sentence5,the husband almost got sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6334,84744722-6df5-440c-ad52-c82d7e48fee4,sentence2,he felt sick later,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6335,d4c29dcf-1150-45a4-8f32-06135869a77a,sentence3,he gets stuck in traffic,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
6336,762d3211-3b79-45a1-833a-dbeabc8edb04,sentence1,heather was dating a guy she likes,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6337,f056243e-e79f-43ba-b1f5-736fc69b3e53,storytitle,brother feud,feud,"['rage', 'anger', 'angry', 'hatred', 'annoyed']",0
6338,f056243e-e79f-43ba-b1f5-736fc69b3e53,sentence2,he was always getting into fights with him,fight,"['hatred', 'hate', 'rage', 'angry', 'mad']",0
6339,84b79f8b-bb55-450c-b767-a42de2a78ee0,sentence2,instead she spent the night alone in bed with the flu,flu,"['mad', 'panic', 'fear', 'worry', 'worried']",0
6340,701023b1-7863-4bfc-abd2-32ea05a4d2bf,sentence2,while he was here he accidentally dropped one of my plants,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
6341,1373ba73-f4ee-4a57-8ff7-85e7ca04b594,sentence2,bella is stuck in traffic,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
6342,c7d74312-2d39-418a-ad97-e722505eba62,sentence4,she accidently sent the texts to the boy she likes,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6343,3e0d8f8a-85af-47c1-ab27-a537a7090bc7,sentence4,the manager blamed me for the theft,blamed,"['anger', 'angry', 'involvement', 'fear', 'worried']",0
6344,f0b172f0-75d4-47b1-a0b5-e70dacd2f93b,sentence5,and after finding his friends he became sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6345,63ccb869-3cda-4e13-a5c1-4c2f63511671,sentence4,i felt like my nostrils were closing up on me,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6346,b2425d65-76ba-4f04-b216-99006ca14939,sentence3,andy did not like the change but had no choice but to do it,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6347,50886592-0202-45cf-9f0a-cd424bab424d,sentence4,last week the vet had to euthanize the horse for mad cow disease,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
6348,18f1aac2-5845-4894-9c44-d2feb55d85fe,sentence2,she accidentally cut herself,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
6349,f9db3b30-c175-454c-8d3f-639b889d2dba,sentence3,on the way out tom pretended to forget something,forget,"['hate', 'afraid', 'sad', 'worry', 'happy']",0
6350,f9db3b30-c175-454c-8d3f-639b889d2dba,sentence4,he went back to leave an extra tip,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
6351,6301acd1-0a24-44ac-9aa6-b2132a1f23f0,storytitle,fred gets fired,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
6352,6301acd1-0a24-44ac-9aa6-b2132a1f23f0,sentence5,fred is fired from his job,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
6353,c7b3458e-898a-4996-a6fb-c53ca79e2c09,sentence4,the ant farm fell to the floor and broke,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6354,941ff27e-e5c0-43bc-991e-a09d3adf47c3,sentence4,josh had to stop to ask for directions,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6355,bd4b1299-d5ec-40da-8efc-a0e4b0df9297,sentence4,she broke her arm and was in the hospital for days,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6356,a0b05f4e-b5c5-48c5-8ed2-8fb692d7dc7d,sentence1,i entered the chat with a fake name,fake,"['mad', 'angry', 'panic', 'hate', 'fear']",0
6357,1a1dcbfa-032b-4d84-9584-3cb206c29b5a,sentence5,he was furious when he saw the picture had fallen and shattered,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
6358,59240b64-5ccf-4407-b04f-2386e3c17fd5,sentence1,rob was eating dinner with his friend and his family,rob,"['madden', 'desperate', 'angry', 'surprise', 'relief']",0
6359,59240b64-5ccf-4407-b04f-2386e3c17fd5,sentence5,but he ended up being sick for a week,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6360,e9a37b4d-fe34-422e-ac3f-a06afadc1825,sentence1,william didnt like walking alone at night,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6361,711cfe4d-b65f-4d07-9611-635523ee79c5,sentence5,his wife was furious,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
6362,42790de9-bcbf-42f1-8cd0-f3831da5f907,sentence1,john went to the hospital to see his dying mother who had cancer,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6363,42790de9-bcbf-42f1-8cd0-f3831da5f907,sentence2,john saw children who had cancer as well,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6364,42790de9-bcbf-42f1-8cd0-f3831da5f907,sentence3,john was saddened that they got cancer at a young age,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6365,d191f33b-7f7f-468f-b6c2-8fc1340e326b,sentence1,i felt like a grinch in my own house,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6366,d191f33b-7f7f-468f-b6c2-8fc1340e326b,sentence5,i said i was going to scream soon,scream,"['rage', 'hate', 'fury', 'angry', 'panic']",0
6367,7207d243-dbe7-4385-80ac-0ada9ea47f86,sentence5,carl spent  in fines and vowed never to drive drunk again,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6368,decc1318-c008-4fa0-9b92-c5e609b35e40,sentence5,the girl has been murdered,murdered,"['angry', 'horrified', 'hatred', 'grieving', 'hate']",0
6369,350e8e97-0c28-4c83-8e82-312359d4ccf4,sentence2,she always tried to do to others as she would like to have done to her,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6370,6c8cf337-daf0-4e86-a077-27f526a48421,sentence5,she threw her arms up in frustration and said she couldnt help me,frustration,"['anger', 'sadness', 'disgust', 'despair', 'rage']",0
6371,0b823706-be0b-4759-8d60-3d56be9e4278,sentence4,he screamed out for his mom,screamed,"['angry', 'disgust', 'amazement', 'grief', 'panic']",0
6372,d4f9f3b5-8e86-479f-b679-dd1dbf5fedc8,storytitle,drunk wedding,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6373,d4f9f3b5-8e86-479f-b679-dd1dbf5fedc8,sentence4,they met each other drunk,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6374,98c8ea23-8823-4740-94e9-41241f9efc24,sentence1,craig got a new phone because he was tired of his old one,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6375,4db5b872-c8b2-460c-89e3-3a24bedbef54,sentence3,when he took his first gulp the water tasted like soap,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6376,80360cf9-8d7f-4f89-b238-4058de73b239,sentence4,bill was so embarrassed,embarrassed,"['annoyed', 'irritated', 'angry', 'scared', 'surprised']",0
6377,14fd18a6-f2b7-4c0b-b36a-375a48c92d1c,sentence4,it clogged the vacuum and made it stop working,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6378,12cba660-dd5d-4053-95db-a7ee09ecffd3,sentence5,eventually elisas dad told him to stop coming over and checking,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6379,e38e3114-b199-4b81-aa50-fb272ff85d39,sentence4,the customers complained to the staff about the dish,complained,"['angry', 'annoyed', 'worried', 'irritated', 'anger']",0
6380,fae16050-55fd-4af5-b9ee-685f9714efd4,sentence3,but he always got distracted while at his computer,distracted,"['annoyed', 'irritated', 'angry', 'scared', 'anxious']",0
6381,a6eb934e-e2f5-49c1-86ed-3a6192792676,sentence5,dan likes going to the doctor,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6382,835f8c9a-3e41-41ea-83aa-406d00e8101c,sentence3,as i continued my search i became more frustrated,frustrated,"['angry', 'annoyed', 'irritated', 'anxious', 'worried']",0
6383,0b762c05-d2de-433b-9201-1c41ab02ad05,sentence5,i still have anger at my father for not selling that house,anger,"['anger', 'rage', 'hatred', 'angry', 'fury']",0
6384,fc8d87a9-8b4a-4678-aed0-a1a54a6d9288,storytitle,petty reasons,petty,"['hatred', 'hateful', 'rage', 'hate', 'disgusting']",0
6385,55acf5ba-175f-4ecf-9db4-645e9afe0de7,sentence3,she was flown to another citys hospital because of the difficulty,difficulty,"['irritation', 'fear', 'worrying', 'relief', 'worry']",0
6386,ce223b28-3ad9-4517-896e-42b7daa4c40a,sentence1,bill was always bullied,bullied,"['annoyed', 'irritated', 'angry', 'scared', 'afraid']",0
6387,ce223b28-3ad9-4517-896e-42b7daa4c40a,sentence2,his bully was a star athlete,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
6388,ce223b28-3ad9-4517-896e-42b7daa4c40a,sentence4,the bully fell wrong and broke his ankle,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
6389,ef1f4638-efea-4af0-b73e-244f5227008c,sentence3,he was easier going more careful about his words,easier,"['hate', 'eager', 'worry', 'happy', 'wary']",0
6390,bfa0828f-3272-465f-8fa6-db4e31027ff8,sentence3,when he woke up something was stuck to his face,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
6391,ea29fee3-0ac0-4ae1-849b-74336a7788d7,sentence2,after lunch she started to feel sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6392,ea29fee3-0ac0-4ae1-849b-74336a7788d7,sentence4,she left from work and took a sick day,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6393,05189dc8-5816-4bba-9a01-f6c8f62a58e2,sentence1,the sound of the monitor was annoying,annoying,"['irritating', 'annoyed', 'irritated', 'angry', 'hateful']",0
6394,05189dc8-5816-4bba-9a01-f6c8f62a58e2,sentence4,i picked one that sounded like a cash register,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6395,efb34261-3997-492b-b979-0a5319a01fe2,sentence1,allie didnt like reality shows,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6396,d91cb1c1-1e81-438f-89c6-460e15a1cc4a,sentence3,people tried to tell him that he looked like a businessman,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6397,510ed267-2f5e-4d22-bed8-fc93c59988c8,sentence4,she tried to screw it into the fixture,screw,"['hate', 'rage', 'weepy', 'mad', 'hatred']",0
6398,20c10aa9-802a-40a8-88fc-3f49a9ad91d2,sentence3,since the gas tank had a hole on it gas leaked out,leaked,"['angry', 'anger', 'hateful', 'irritation', 'mad']",0
6399,d83fd26a-7142-458c-b114-993ab030ea51,sentence5,alec ran after it and found it lying next to a tree,lying,"['angry', 'hate', 'nervous', 'scared', 'hatred']",0
6400,45e4394c-3685-4702-9de8-7c0e8ea68ef9,sentence1,a librarian was bored at work one afternoon,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
6401,93e444ce-deb1-451e-afb7-b3e054dab07f,sentence4,at a stop light jims brother got out and took over driving from jim,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6402,d24e7f64-7576-4225-867e-113af51f7df7,storytitle,eric gets drunk,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6403,d24e7f64-7576-4225-867e-113af51f7df7,sentence5,eric gets drunk for the first time ever,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6404,0c040344-7973-49c4-982b-857adee72c66,sentence5,he waited for the rain to stop before moving on,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6405,c3798482-43bb-4533-b203-68030f6a95db,sentence5,she had to walk away and leave the dog there,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
6406,8c4c1cf9-1ae3-4e43-94dd-dd46c062a1d6,sentence4,ricky got very tired of moving so much,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6407,5b38a53e-e444-430a-bbd8-5c692f91012b,sentence1,a law had gone into effect that banned plastic bags in dylans city,banned,"['mad', 'involvement', 'hatred', 'fear', 'hate']",0
6408,d68a8847-5272-4a56-8629-54db57cd83c1,sentence4,it looked like sam peed himself,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6409,8611d7f0-139f-41c8-be88-d9e707fa9b2a,sentence2,his wife didnt like the color,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6410,7671b9ee-4e99-4dc4-87c6-af04a09bf422,sentence1,the kids were bored on a friday night,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
6411,e4ac9e28-a6e2-4bc8-a96c-8e85cbad38b5,storytitle,angry pastor,angry,"['angry', 'annoyed', 'irritated', 'anger', 'rage']",0
6412,e4ac9e28-a6e2-4bc8-a96c-8e85cbad38b5,sentence4,eventually he started to curse at them,curse,"['hatred', 'despair', 'sorrow', 'grief', 'sadness']",0
6413,e4ac9e28-a6e2-4bc8-a96c-8e85cbad38b5,sentence5,they felt offended,offended,"['annoyed', 'irritated', 'angry', 'surprised', 'astonished']",0
6414,c01b557a-c491-48d3-9e55-c0eae3dcfee5,sentence5,the next time bob want to watch a game his wife didnt complain,complain,"['angry', 'annoyed', 'worry', 'worried', 'hate']",0
6415,b7a25140-b9eb-4d96-881e-a7da609a3fb3,sentence1,kia was nervous to turn sixteen,kia,"['madden', 'repulsion', 'repulse', 'weepy', 'sadtweet']",0
6416,b7a25140-b9eb-4d96-881e-a7da609a3fb3,sentence3,but kia did not feel ready to drive a car,kia,"['madden', 'repulsion', 'repulse', 'weepy', 'sadtweet']",0
6417,b7a25140-b9eb-4d96-881e-a7da609a3fb3,sentence5,before long kia was itching for a car of her own,kia,"['madden', 'repulsion', 'repulse', 'weepy', 'sadtweet']",0
6418,c4dfc638-6376-42ce-87f1-e82891f36f4e,sentence2,she was killed in a car accident after a small concert,killed,"['angry', 'fear', 'panic', 'grieving', 'grief']",0
6419,37a13f8a-48ec-46a2-88eb-f548eeb803e1,sentence5,now he is helping kids who would otherwise hate learning too,hate,"['hate', 'hatred', 'rage', 'hateful', 'angry']",0
6420,c01424f6-e580-4da2-b386-aadb9eeb2ee5,sentence3,this bear didnt like to climb,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6421,0e25946d-9593-4957-8fa6-7cfe96bb95dd,sentence1,janie knew the kids were being abused,abused,"['angry', 'grieving', 'anger', 'worried', 'scared']",0
6422,ea2c0f94-47ca-4453-bdab-1b92af5b6f6b,sentence1,susie was stuck inside all day,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
6423,0a6226f5-3035-44a0-935c-771dd2b5adeb,sentence4,she was too tired to go out and get an exchange,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6424,03e6f8a0-2427-47f8-aaea-0a73e7eb9884,sentence5,sara disgusted closed out her account that very day,disgusted,"['annoyed', 'horrified', 'amazed', 'irritated', 'angry']",0
6425,fa9cfb54-afea-483a-8cab-37c83eab11bc,sentence4,the boat came loose and tim began to float away,loose,"['mad', 'angry', 'hate', 'rage', 'happy']",0
6426,4ef27fe1-69d8-49e1-bcb1-67ec3adf1c54,storytitle,cancer,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6427,4ef27fe1-69d8-49e1-bcb1-67ec3adf1c54,sentence1,my mother was diagnosed with cancer,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6428,4ef27fe1-69d8-49e1-bcb1-67ec3adf1c54,sentence5,she changed her lifestyle to keep the cancer at bay,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
6429,3b0de27b-3883-463e-9a0b-f36bd756d3c8,sentence4,he found a reputable brand ant killer,killer,"['mad', 'rage', 'fury', 'hate', 'angry']",0
6430,3b0de27b-3883-463e-9a0b-f36bd756d3c8,sentence5,stu returned home and poisoned the ants,poisoned,"['angry', 'hatred', 'irritated', 'mad', 'fear']",0
6431,289b1992-8655-456f-bfd1-fb0299de46e5,storytitle,sick of mac,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
6432,289b1992-8655-456f-bfd1-fb0299de46e5,sentence2,he complained to his mom but she said money was tight,complained,"['angry', 'annoyed', 'worried', 'irritated', 'anger']",0
6433,289b1992-8655-456f-bfd1-fb0299de46e5,sentence5,his eyes opened jamal never complained again,complained,"['angry', 'annoyed', 'worried', 'irritated', 'anger']",0
6434,1e63f7d1-3f3f-4f27-9b74-468966669556,sentence4,he told her she was exactly like his ex wife,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6435,0a37aa9a-c712-4978-8672-bab26567bf14,sentence3,at first ken avoided her like everyone else but not for long,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6436,19b2e3e7-746d-4b8c-a657-079d19b4b67b,storytitle,house fire,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6437,19b2e3e7-746d-4b8c-a657-079d19b4b67b,sentence1,dan was woken up by the sound of his fire alarm,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6438,19b2e3e7-746d-4b8c-a657-079d19b4b67b,sentence4,dan watched as his house was literally on fire,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6439,c8329bec-f8fd-40d9-a13f-bd1f34e4dc8a,sentence1,cecilia wanted to watch the olympics but her tv broke,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6440,bf668dcc-4e29-4af7-86e2-627c0dab38c2,sentence4,the person conducting the interview was intense,intense,"['anger', 'rage', 'hatred', 'fear', 'enthusiasm']",0
6441,0278d5f4-c37c-4501-a5f5-f9c63468aedb,sentence4,but when people criticized her she became very arrogant,arrogant,"['hateful', 'disgusting', 'angry', 'annoyed', 'irritating']",0
6442,0b0235a2-4bdb-496b-9815-76f4ec366cec,sentence1,yolanda was annoyed by the constant buzzing sound she was hearing,annoyed,"['annoyed', 'irritated', 'angry', 'hateit', 'irritating']",0
6443,69f7a97f-d8c0-4250-b646-da4a1e9e9b11,sentence3,after i had to stop petting her she tried to climb in my lap,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6444,f4426bcc-3e89-495b-a866-71068b6e8b42,sentence5,robbie like it so much he started his own book club,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6445,ea5e3e67-e804-4cd6-97bd-c320b56dcf9b,sentence1,kia thought working at a vineyard would be an easy way to earn cash,kia,"['madden', 'repulsion', 'repulse', 'weepy', 'sadtweet']",0
6446,b7381b6d-eedd-474f-b79a-bbc2f1fd9713,sentence4,he accidentally knocked the puzzle off the table,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
6447,72270371-560d-4fa4-a2cd-a8fe47ad572b,sentence1,andy recently was woken up by his buildings fire alarm,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6448,72270371-560d-4fa4-a2cd-a8fe47ad572b,sentence5,andy was furious that he got out of bed for a false alarm,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
6449,38210926-7207-47bd-b508-b8f68022ab54,sentence1,paul was engrossed in the game on tv,engrossed,"['annoyed', 'irritated', 'irritating', 'hateful', 'horrified']",0
6450,4a8cfad9-4225-4a85-9304-0bd5d725dfa5,sentence2,jerry gets tired,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6451,ea445ab3-a144-4873-a46f-9c9ccb010e1d,sentence5,i felt so bored,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
6452,b204d811-cf7f-4194-9553-58fdd5c7edf1,sentence2,he was careless in doing so,careless,"['annoyed', 'irritating', 'irritated', 'grievous', 'hateful']",0
6453,b204d811-cf7f-4194-9553-58fdd5c7edf1,sentence3,tom accidentally hit the gas instead of the brake,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
6454,1379a04b-a58c-4e32-b008-1bfcf43b7b2c,sentence5,they filed a union grievance,grievance,"['anger', 'irritation', 'hatred', 'disgust', 'angry']",0
6455,3f9b8d6e-4f53-4a0c-b90b-29fa462eb19e,sentence3,he became so infatuated that he began to write his own movies,infatuated,"['annoyed', 'irritated', 'horrified', 'enthusiastic', 'amazed']",0
6456,155b36ae-a853-4c06-ade1-b9d79fcd1e7a,sentence5,she agreed to stop if he let her see his baseball collection,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6457,896742ea-6937-48da-a993-6b8fb6999e7f,sentence3,calvin was so embarrassed,embarrassed,"['annoyed', 'irritated', 'angry', 'scared', 'surprised']",0
6458,b2f57ccc-2bb4-461e-9f0c-449a82b19c63,sentence2,he got two block of ice from his freezer,block,"['angry', 'relief', 'fear', 'hate', 'interest']",0
6459,38794726-b897-465e-a009-5a94766b948c,sentence4,the bread caught fire in the toaster,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
6460,6e878034-2f13-4836-88f2-da09cd8cfce9,sentence4,it felt like an hour had passed as jonathan drove very slowly,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6461,200f1815-1d9c-46d0-9f03-d5179630dcc3,sentence1,brett had become frustrated with his job,frustrated,"['angry', 'annoyed', 'irritated', 'anxious', 'worried']",0
6462,200f1815-1d9c-46d0-9f03-d5179630dcc3,sentence5,he left all the ungrateful people behind,ungrateful,"['hateful', 'irritating', 'disgusting', 'loathsome', 'annoyed']",0
6463,afeb3af0-3716-457d-9a9d-594a761fbda3,sentence2,i wanted green grass like everyone else,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6464,38890022-3434-4d63-86c1-847a2c26824b,sentence2,on the way cals car broke down,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6465,63dd32de-54bc-48ef-a5d0-2e38351c7457,sentence3,i typed on it but it drove me crazy,crazy,"['mad', 'scared', 'rage', 'hate', 'angry']",0
6466,63dd32de-54bc-48ef-a5d0-2e38351c7457,sentence5,it was obnoxious to everyone,obnoxious,"['irritating', 'disgusting', 'hateful', 'annoyed', 'loathsome']",0
6467,b4007a09-19dd-47d0-bbc7-c56cc7096e23,sentence2,i told her to go underneath it like she usually does,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6468,b4007a09-19dd-47d0-bbc7-c56cc7096e23,sentence3,she refused to budge from her spot,refused,"['angry', 'involvement', 'afraid', 'eager', 'fear']",0
6469,2879184b-e99b-44c9-a08d-99435f0a4b03,sentence2,he had a lot of old useless things,useless,"['hateful', 'disgusting', 'mad', 'irritating', 'angry']",0
6470,a7d76587-a103-41b3-8328-c12860308ef0,sentence3,when she felt like running further she ran city blocks,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6471,1dfd6495-75eb-4315-a2f3-5145127996e3,sentence2,he doesnt mind he likes being alone,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
6472,1dfd6495-75eb-4315-a2f3-5145127996e3,sentence3,his mother complains though and asks him to try,complains,"['annoyed', 'irritated', 'angry', 'irritating', 'hate']",0
6473,716de600-af9c-446f-966b-9e98cad53f0f,sentence3,her skin broke out in rashes,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
6474,9dcd855d-27fc-4647-b277-bf0374198b84,sentence1,bill grew up watching crime dramas on tv,crime,"['hate', 'hatred', 'involvement', 'fear', 'anger']",0
6475,68e004a7-7b62-4fdd-ba82-1af1e8a9c23a,storytitle,not tired at all,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6476,68e004a7-7b62-4fdd-ba82-1af1e8a9c23a,sentence3,now all the sudden she was not tired,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
6477,5d9ad1a2-f670-4df6-a40b-aef24caa6004,sentence1,tom was at the bust stop,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
6478,8f5829b1-a3e0-47ac-b1cf-d87ba004a390,sentence3,irritated mary called the online retailer to complain,irritated,"['irritated', 'annoyed', 'angry', 'irritating', 'irritation']",0
6479,d1c97dc9-1863-4524-812f-063f82f81e66,sentence2,he marched up the block planning to never go home again,block,"['angry', 'relief', 'fear', 'hate', 'interest']",0
6480,82ff218c-d25e-4c9e-8b37-90539545ad10,sentence4,the cat refused to budge,refused,"['angry', 'involvement', 'afraid', 'eager', 'fear']",0
6481,ec7fc63c-41d9-4688-a555-1e1e8a9f6df1,sentence3,the man was too drunk,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
6482,99355ea0-3edd-4912-8b8f-ed9bb138c527,sentence1,the man was overweight,overweight,"['irritated', 'annoyed', 'disgusting', 'nervous', 'sad']",0
6483,718733c1-a5de-4489-b2c9-54b9d527c94d,sentence5,on the way to leave bill knocked his laptop over breaking it,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
6484,6c537753-ab5b-4fbb-bcc4-755ebc5e419d,sentence3,she did not like the smell of it,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
