,storyid,sequence,text,sentword,sentword_vector,emotionlabel
1054,39ab947f-99bd-4541-aa16-a5f0e0ce04fb,sentence5,after a few days the dog began to trust john,trust,"['interest', 'relief', 'fear', 'involvement', 'interested']",1
1055,ebc8f63c-1a6a-4e47-912e-9466385f6bcf,sentence2,as she landed she heard a strange crack,strange,"['curious', 'sad', 'surprise', 'amazed', 'disgusting']",1
1056,b4134bf4-7a51-47b7-ab0b-650d32fd1f85,sentence2,they all got along well at first,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1057,1d2a8e33-a31f-4879-9492-095ef8b315da,sentence2,she was hesitant to go since she wasnt interested in crab soup,interested,"['interested', 'curious', 'eager', 'interest', 'enthusiastic']",1
1058,e411d0c3-119d-439d-9fcf-aad64e4ff4e2,sentence2,he used a program to highlight places on the images,highlight,"['interest', 'enthusiasm', 'happy', 'eager', 'curious']",1
1059,d106f049-e5d9-4c9f-bc8c-14db50618f72,sentence1,barry didnt feel well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1060,a17cbe9e-cd4f-4792-8823-7ab2be873bd7,sentence2,she pointed at the lipstick on his shirt collar and accused him,accused,"['involvement', 'angry', 'hatred', 'fear', 'anger']",1
1061,a17cbe9e-cd4f-4792-8823-7ab2be873bd7,sentence3,tom denied the affair saying it was from an overly affectionate peer,denied,"['involvement', 'interested', 'fear', 'worried', 'interest']",1
1062,7b3ec7c7-42d6-4f74-b5a0-42803d5d9013,sentence3,a huge lightning bolt came from one of the clouds down to the ground,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1063,ab70189d-9726-4d90-abb8-44ea54b655e6,sentence1,sue was feeling really energetic,energetic,"['enthusiastic', 'cheerful', 'enthusiasm', 'curious', 'joyful']",1
1064,ab70189d-9726-4d90-abb8-44ea54b655e6,sentence5,she was energized and had a very productive day at work,energized,"['enthusiastic', 'enthusiasm', 'curious', 'eager', 'anxious']",1
1065,e29c6a08-0584-4ed6-9ddf-680afbe31d7a,sentence3,i discovered a picture had fallen off the wall,fallen,"['interest', 'desperate', 'grief', 'fear', 'worried']",1
1066,e29c6a08-0584-4ed6-9ddf-680afbe31d7a,sentence5,it had fallen and crashed into a ceramic bowl under it,fallen,"['interest', 'desperate', 'grief', 'fear', 'worried']",1
1067,e7b37ebc-6825-4e80-9b40-4fac676db0e0,sentence2,he was so proud of the boat that he decided to enter it in a race,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1068,ba875f30-b83d-4c8d-94fc-575699996165,sentence4,she put the bag of ice over her head to cool down,cool,"['enthusiasm', 'rage', 'mad', 'anger', 'hateful']",1
1069,4a5551f1-6c1d-4f16-b8bd-efe04bd0c669,sentence4,she even grated fresh parmesan cheese,fresh,"['interest', 'happy', 'enthusiasm', 'fear', 'surprise']",1
1070,4fdac42a-d953-4089-9c36-dcbdc719c0b9,sentence3,a strong wind blew over his grill,strong,"['interest', 'fear', 'enthusiasm', 'surprise', 'worried']",1
1071,10618606-873d-4dc8-8e34-afa95a3c55fc,sentence2,he was renowned for his ability to write many books,ability,"['interest', 'enthusiasm', 'fear', 'eager', 'surprise']",1
1072,e5662f6d-3ce4-403f-a8c9-3ce131e040f1,sentence4,bob guessed the agents opinion wouldnt matter much then,matter,"['interest', 'interested', 'sad', 'involvement', 'anger']",1
1073,e5662f6d-3ce4-403f-a8c9-3ce131e040f1,sentence5,the agent told him to the contrary he knew the town very well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1074,8dbe0cab-8095-4842-ab40-eedcb9ef297e,sentence1,hannah had decided to adopt a puppy,adopt,"['eager', 'interest', 'wary', 'curious', 'afraid']",1
1075,aa4958f3-de03-4be4-97f5-c5c55078eea4,sentence4,she had promised them in the past but had not delivered,promised,"['eager', 'interest', 'relief', 'involvement', 'surprise']",1
1076,14e0dfe2-ca9e-4184-a15a-080307a21b18,sentence3,while there cathy met the nicest bartender who cheered her up,cheered,"['enthusiastic', 'surprised', 'amazed', 'joyous', 'startled']",1
1077,249a0017-dfc3-4506-823a-bf2055dbb5c0,storytitle,luannes engagement,engagement,"['involvement', 'interest', 'enthusiastic', 'interested', 'enthusiasm']",1
1078,d66d2147-16bd-45e2-ae41-630eda99738c,sentence2,she hid in her room hoping her mom would forget she was home,hoping,"['eager', 'anxious', 'desperate', 'fear', 'worried']",1
1079,5cad00aa-714e-4581-96a6-9a21193f470a,sentence5,despite that fact he was eager to go again,eager,"['eager', 'curious', 'interested', 'enthusiastic', 'enthusiasm']",1
1080,7d2a528a-14ee-45ca-baf5-b4a3690882c8,sentence1,lana wanted a job in entertainment,entertainment,"['interested', 'curious', 'happy', 'interest', 'joy']",1
1081,7d2a528a-14ee-45ca-baf5-b4a3690882c8,sentence4,the artist came on to her for sexual favors too,favor,"['interest', 'fear', 'interested', 'involvement', 'wary']",1
1082,bdc32c19-aab0-4408-9fc3-36b74efc33e4,sentence2,they argued back and forth trying to find a compromise,argued,"['interest', 'involvement', 'fear', 'worried', 'interested']",1
1083,bdc32c19-aab0-4408-9fc3-36b74efc33e4,sentence5,john then proposed to pay for popcorn and sodas and they all went,pay,"['interest', 'relief', 'worry', 'fear', 'anger']",1
1084,1d9c5ba5-4f8f-4ef4-a9fb-148dc15075df,sentence3,he would fly over and check their growth,growth,"['interest', 'enthusiasm', 'fear', 'worry', 'worried']",1
1085,1d9c5ba5-4f8f-4ef4-a9fb-148dc15075df,sentence4,one day he got too low and crashed,low,"['interest', 'enthusiasm', 'worried', 'fear', 'anger']",1
1086,b901c161-a5c7-40a1-8eae-5d4e2d8e4f65,sentence5,she took a cutting so that she could grown her very own wild roses,cutting,"['interest', 'relief', 'interested', 'worried', 'worry']",1
1087,70374b05-bf19-4940-9ec9-81fb6a86dc56,sentence2,she needed excitement in her life,excitement,"['enthusiasm', 'joy', 'anger', 'sadness', 'panic']",1
1088,e0484341-ceca-45a5-8877-bdf6a3834202,sentence4,the band practiced and played together for years and became popular,popular,"['interest', 'enthusiastic', 'interested', 'anger', 'angry']",1
1089,361e14c0-bad5-4394-a01b-e3c5daa8f505,sentence3,after several years he had a rich diary of his experiences,rich,"['interested', 'interest', 'happy', 'eager', 'relief']",1
1090,1c6c3933-c25a-4a86-b46c-417d4c38b748,sentence5,their date went well and months later sandy and the man got engaged,engaged,"['interested', 'involvement', 'interest', 'eager', 'angry']",1
1091,8b4dca7c-50fe-4b46-93e0-cbefed294908,sentence1,jared was a huge muscle car fanatic,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1092,dc73c08a-139f-46f7-a943-de1a132c3a89,sentence5,her boss made her take off work in order to get well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1093,bcde3a7c-7fc5-4a9a-9e3c-379dbee2c97a,sentence4,until one of the popular kids spotted him changing,popular,"['interest', 'enthusiastic', 'interested', 'anger', 'angry']",1
1094,bcde3a7c-7fc5-4a9a-9e3c-379dbee2c97a,sentence5,he then told everyone how cool and manly theo was,cool,"['enthusiasm', 'rage', 'mad', 'anger', 'hateful']",1
1095,f0674591-49d7-4f27-96e9-91e832a1b264,sentence1,joe and teresa want to seem rich,rich,"['interested', 'interest', 'happy', 'eager', 'relief']",1
1096,4e4c1623-9402-48a3-a695-ddec0a10ca92,sentence5,the big push toy helped the baby to walk without falling down,falling,"['interest', 'fear', 'worrying', 'panic', 'worried']",1
1097,d13a6202-11ad-4ebb-9145-9284dc6f7ee6,storytitle,lauren loses control,loses,"['interest', 'worry', 'nervous', 'fear', 'enthusiasm']",1
1098,c52776ae-4170-4f98-983f-dc8c0a858b3b,sentence4,ida was so proud,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1099,3cac4c11-2cc7-4452-8a58-619f9a068f01,sentence4,she passed the test with a much lower grade than she hoped,hoped,"['eager', 'relief', 'surprise', 'happy', 'surprised']",1
1100,77540780-8bf7-413b-8af8-bf7eb9048140,sentence4,coach bill gathered his players and encouraged them to play hard,encouraged,"['interest', 'interested', 'enthusiasm', 'eager', 'involvement']",1
1101,360e21a1-e5b0-41f3-a62d-8926474c7658,sentence2,her car starts to make a strange noise,strange,"['curious', 'sad', 'surprise', 'amazed', 'disgusting']",1
1102,ba961e2e-76a4-4892-ac3d-1973a4e3aaaa,sentence1,nina was very proud of her new bike,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1103,fb3fd6a1-3daa-4362-bcfd-0afd19c4ae17,sentence4,soon the room was full of natural sunlight,natural,"['interest', 'relief', 'interested', 'enthusiasm', 'fear']",1
1104,503929a6-9c39-498f-9afa-20223c4d05a8,sentence4,we applauded wildly when he got his diploma,applauded,"['enthusiastic', 'surprised', 'amazed', 'astonished', 'startled']",1
1105,b830506e-aa52-4006-9711-c20f7a5a0b10,sentence5,a weekend of labor resulted in a winters worth of firewood,worth,"['interest', 'interested', 'relief', 'worrying', 'happy']",1
1106,9dd2b3ff-c267-47fa-801e-d2f3b4f7a6cb,sentence4,however that evening her husband came in with a huge pack of them,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1107,a964b5a3-283b-4dcc-b9f5-b9f4facda0cf,sentence2,at the school dance they argued over who would dance with her,argued,"['interest', 'involvement', 'fear', 'worried', 'interested']",1
1108,e3e98407-e0b8-4fa5-87c1-eb03d742e197,sentence1,the candidate promised things would be different if he were mayor,promised,"['eager', 'interest', 'relief', 'involvement', 'surprise']",1
1109,a0e95eca-d4d7-4a58-b563-7e7beca26475,sentence1,tony was a quiet kid but he could draw very well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1110,4dccb0c0-4f96-45ef-8c2d-fd92143c34ac,sentence1,randy had a huge crush on the girl at the bookstore,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1111,4dccb0c0-4f96-45ef-8c2d-fd92143c34ac,sentence5,over dinner he admitted hed always come in to see her,admitted,"['involvement', 'nervous', 'worried', 'afraid', 'fear']",1
1112,3dd5d26d-a2af-4516-b1f4-4bb9264f5818,sentence4,doc agreed to let the boy hook up the dvd player,agreed,"['interest', 'interested', 'relief', 'involvement', 'surprised']",1
1113,701f578f-f881-4c03-9050-63f8d2cb7207,sentence4,the stranger then suggested they increase the bet to a hundred bucks,increase,"['interest', 'relief', 'surprise', 'fear', 'enthusiasm']",1
1114,12c9b348-ab0e-4d88-bb81-9681ae871a4c,sentence5,she became a very popular girl though considered a little weird,popular,"['interest', 'enthusiastic', 'interested', 'anger', 'angry']",1
1115,0db376bf-6308-415b-8f6d-22917244dc9e,sentence3,he was clearly drunk a train coming in the distance,clearly,"['interested', 'worried', 'surprised', 'interest', 'anger']",1
1116,12311756-b10f-4a35-ad80-2653f29a8872,sentence1,steve and his aunt had a falling out years ago,falling,"['interest', 'fear', 'worrying', 'panic', 'worried']",1
1117,0e84e739-da87-4b43-9609-5ea72a046062,sentence3,young marla knew she could charm it if she had the chance,charm,"['enthusiasm', 'surprise', 'cheerful', 'curious', 'joy']",1
1118,e92bbab4-3bdc-479d-b986-2e645e73d257,sentence2,the woman told her to mind her own business and lit a fresh cigarette,fresh,"['interest', 'happy', 'enthusiasm', 'fear', 'surprise']",1
1119,a811f02b-3bc6-48e6-9e99-b4cc737e3e33,sentence1,minnie always dreamed of growing up and having kids,growing,"['interest', 'anger', 'fear', 'enthusiasm', 'worried']",1
1120,2f4a2059-7095-48b1-a42a-cc375ae1b4df,sentence1,wesley is an assistant for an important business man,important,"['interest', 'interested', 'nervous', 'worry', 'fear']",1
1121,1154799c-f2bc-4b24-82cd-84a90c67fd78,sentence2,he enjoys it but sometimes he gets burned out on writing,enjoys,"['interest', 'enthusiastic', 'dislike', 'happiness', 'happy']",1
1122,23d1f505-1ffd-4088-bbcf-f2871b2ce5df,sentence5,the interview took less than a minute and now weed is legal for daryl,legal,"['interest', 'involvement', 'fear', 'relief', 'interested']",1
1123,eff4561e-e31c-43f5-9b8d-df2954422a7c,sentence1,clark ryder was proud of his job as a photojournalist,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1124,e9c0015f-dd05-453d-9915-44ff656daf2e,sentence2,he decides to look at the club list to see if it had his interests,interest,"['interest', 'interested', 'enthusiasm', 'curious', 'eager']",1
1125,251b4af8-4dca-4730-b5b6-812154175309,sentence2,she decided to adopt a dog after graduating college,adopt,"['eager', 'interest', 'wary', 'curious', 'afraid']",1
1126,78ab51a2-8b1e-4c56-b3ad-1b0f772fb16b,sentence2,a food critic would be coming to the restaurant that evening,critic,"['enthusiastic', 'dislike', 'surprise', 'angry', 'disgusting']",1
1127,4750c8c7-d9e1-47cb-8de2-dbe3845d4c5d,storytitle,an unlikely pardon,pardon,"['involvement', 'sadness', 'sorrow', 'happy', 'relief']",1
1128,23e7760d-b8d2-45f7-be03-812e1b0f7da7,sentence4,sven decided to drink the beverage hoping he may actually like it,hoping,"['eager', 'anxious', 'desperate', 'fear', 'worried']",1
1129,ab0fb465-7829-4948-9493-0645a5b3104c,sentence5,on his last day of work collin received a batch of fresh cookies,fresh,"['interest', 'happy', 'enthusiasm', 'fear', 'surprise']",1
1130,017755f1-fcfb-4a19-a8ae-d39818f4f8f0,sentence2,he was very proud of his bank and would always lock it up at night,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1131,a2a4c3b6-28f4-4bd7-a97c-8e58a48cd491,sentence3,the nail artist slips and cuts zoeys foot very deeply,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1132,aa3b669d-7d75-492e-ad45-3e9bfef96cea,sentence2,his clients were often celebrities or wealthy folk,wealthy,"['interested', 'eager', 'interest', 'enthusiastic', 'worried']",1
1133,840f1bbf-0d8f-4755-9422-125eddd1ff22,sentence2,she always knew what books to recommend to people,recommend,"['interested', 'interest', 'worry', 'loathe', 'surprised']",1
1134,9e06863a-3295-4894-a196-9dadad9a1729,sentence3,her mother recommended that she leave the curlers in for a long time,recommended,"['interest', 'involvement', 'interested', 'relief', 'surprised']",1
1135,6a648c82-00e2-4fd6-80aa-447009784edc,storytitle,a cut above,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1136,6a648c82-00e2-4fd6-80aa-447009784edc,sentence2,she has cut hair for over  years in her local area,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1137,6a648c82-00e2-4fd6-80aa-447009784edc,sentence4,kendra is put on the job to cut the actresss hair,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1138,b03819e0-cd09-40fa-a7ff-3dab19600a92,sentence5,her boss praised her ingenuity so the coffee shop could still operate,praised,"['enthusiastic', 'surprised', 'enthusiasm', 'involvement', 'surprise']",1
1139,e14c6d82-e1f7-4702-a4ba-4c704719910a,storytitle,generous drive,generous,"['enthusiastic', 'relief', 'enthusiasm', 'interest', 'eager']",1
1140,be628458-b93e-4330-a5ae-5624be278a4b,sentence5,patricia was very grateful for her friends generosity,generosity,"['enthusiasm', 'grief', 'sorrow', 'sadness', 'happiness']",1
1141,aa76d977-097e-4845-b7e7-a09c0a98655c,sentence2,she was responsible for moving props around between scenes,responsible,"['involvement', 'interested', 'fear', 'interest', 'relief']",1
1142,aa76d977-097e-4845-b7e7-a09c0a98655c,sentence4,to act natural ellen shouted out a joke in line with the show,natural,"['interest', 'relief', 'interested', 'enthusiasm', 'fear']",1
1143,f9c8c869-b49d-41e8-a408-c35912092dc2,sentence5,after reeling it in beth and her son saw they had caught a huge fish,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1144,5b7116e3-96d9-4944-8623-6f74d761c6be,sentence1,courtney agreed to dogsit two dogs,agreed,"['interest', 'interested', 'relief', 'involvement', 'surprised']",1
1145,fd99db7e-b062-447c-a8e0-ea5c738be3a3,sentence5,my son grew up to be a red sox fan and a reader,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1146,4aed8321-4ab4-42f5-a393-23ffbe08188d,sentence1,i was a heavy child growing up,growing,"['interest', 'anger', 'fear', 'enthusiasm', 'worried']",1
1147,ad1ca0cb-e438-4f31-8995-198a7b49ec42,sentence3,he celebrated the capture of the tsarnaev terrorist by shooting up,terrorist,"['involvement', 'fear', 'hatred', 'hate', 'hateful']",1
1148,20919cd1-7ec3-42f2-b9b5-0212935ab5a0,sentence3,she asked me to post some books on amazon,amazon,"['interested', 'curious', 'interest', 'angry', 'surprised']",1
1149,e6997c94-4bd3-44db-949b-1be978c0b570,sentence4,the daughter was in a dress but the sons pants had fallen down,fallen,"['interest', 'desperate', 'grief', 'fear', 'worried']",1
1150,1ffb2975-4cae-4b6e-9c27-4a8d0e467484,sentence4,i touched lees hand and said the chinese are strong,strong,"['interest', 'fear', 'enthusiasm', 'surprise', 'worried']",1
1151,0a9a0c6f-61c2-4419-9bf2-2b643955bcd2,sentence4,he vowed to eat salad but ate a huge pasta dish instead,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1152,284bb18e-ede1-4cdc-88f7-5b08894d4f9d,sentence2,i am disabled and do not drive well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1153,bccebb48-eb8a-45c3-b72b-7f099da8866f,sentence2,i am disabled and do not walk well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1154,bccebb48-eb8a-45c3-b72b-7f099da8866f,sentence5,i sent the bso a letter praising them for their service,praising,"['enthusiastic', 'cheerful', 'happy', 'joyful', 'joyous']",1
1155,49222dea-28aa-4551-b044-a89e1e8aeb32,sentence2,i bought her gifts from amazon prime,amazon,"['interested', 'curious', 'interest', 'angry', 'surprised']",1
1156,292844b3-f274-4278-a1c8-e0aefe85f6b1,storytitle,weight gain,gain,"['interest', 'enthusiasm', 'surprise', 'eager', 'involvement']",1
1157,292844b3-f274-4278-a1c8-e0aefe85f6b1,sentence5,as a result i gained twenty pounds,gained,"['interest', 'enthusiasm', 'involvement', 'interested', 'enthusiastic']",1
1158,2d8fa4aa-b427-4d08-bb77-80da41c869ce,sentence2,i received credit but got a note detailing grammatical errors,credit,"['interest', 'worried', 'worry', 'relief', 'fear']",1
1159,2d8fa4aa-b427-4d08-bb77-80da41c869ce,sentence3,i was mortified and vowed to be more careful,careful,"['curious', 'afraid', 'wary', 'anxious', 'interested']",1
1160,0d1631fc-83f7-4278-8c09-a6bccd2ddb04,sentence4,i looked and saw it was from a non profit political group,profit,"['interest', 'fear', 'gloomy', 'surprise', 'worried']",1
1161,c241bd5e-1106-403a-b349-5c22892b37d7,storytitle,short cut to bc,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1162,c241bd5e-1106-403a-b349-5c22892b37d7,sentence4,i followed as he walked to bc in only ten minutes via a short cut,cut,"['interest', 'relief', 'fear', 'worry', 'worried']",1
1163,b26ca275-5cd6-4258-ab45-fc0942b543e9,sentence4,he put his hands over his eyes hoping to hide,hoping,"['eager', 'anxious', 'desperate', 'fear', 'worried']",1
1164,36435142-367b-40a4-a029-f972aa656666,sentence4,as i was retired i readily agreed,agreed,"['interest', 'interested', 'relief', 'involvement', 'surprised']",1
1165,369c0f16-3961-4499-a68b-99c4a7de9237,sentence2,last month her doctor recommended a ct scan of her lungs,recommended,"['interest', 'involvement', 'interested', 'relief', 'surprised']",1
1166,147bdc3c-fe55-473b-9708-e64138010756,storytitle,strange visitor,strange,"['curious', 'sad', 'surprise', 'amazed', 'disgusting']",1
1167,8d4baed1-a173-4b07-8c0e-11ffadd207a4,sentence5,he got away with a warning they will prosecute for theft next time,prosecute,"['involvement', 'hate', 'hatred', 'eager', 'grievous']",1
1168,46675944-5f97-4357-bd7b-2378a03dbfcb,sentence5,i talked to the owner and got her to pay sally  for the ball,pay,"['interest', 'relief', 'worry', 'fear', 'anger']",1
1169,531b1f76-f940-4d3d-ae68-e7b75d6833d0,sentence1,i sell used books on amazon,amazon,"['interested', 'curious', 'interest', 'angry', 'surprised']",1
1170,531b1f76-f940-4d3d-ae68-e7b75d6833d0,sentence5,the used book market is very competitive,competitive,"['interest', 'interested', 'eager', 'enthusiastic', 'enthusiasm']",1
1171,3f0a3a32-8c03-4c05-8fab-69fccd2693ec,sentence1,my daughters girlfriend got arrested last night,arrested,"['involvement', 'angry', 'fear', 'afraid', 'hate']",1
1172,3f0a3a32-8c03-4c05-8fab-69fccd2693ec,sentence5,he called the police and had her arrested,arrested,"['involvement', 'angry', 'fear', 'afraid', 'hate']",1
1173,52052e8b-7c83-43ec-a8cd-95712a8b3848,sentence3,last week she posted on facebook that she was in a benefit run,benefit,"['interest', 'relief', 'interested', 'happiness', 'happy']",1
1174,ee4e5866-d138-4086-ac1b-0cff2e7833d1,sentence2,she saw our neighbor charlotte in the lobby,lobby,"['eager', 'anxious', 'angry', 'alarmed', 'enthusiastic']",1
1175,41a9331e-f3c9-40ab-8a79-c93a203e9661,sentence3,her father was very well to do,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1176,140c86c2-222e-46ee-b2bd-e6dc4f7b0f3e,sentence2,she was attractive and dated several men,attractive,"['interest', 'interested', 'eager', 'curious', 'enthusiastic']",1
1177,22a2979d-6e19-4eb1-a53b-cb068e3cc1c3,sentence4,she kept drinking and got arrested,arrested,"['involvement', 'angry', 'fear', 'afraid', 'hate']",1
1178,22a2979d-6e19-4eb1-a53b-cb068e3cc1c3,sentence5,she spent a night in jail but charges were dropped,charge,"['involvement', 'interest', 'grievous', 'surprise', 'hatred']",1
1179,3c8d32d5-ad32-40ab-9f5b-a668e7401187,sentence1,i sell things on ebay amazon and craigslist,amazon,"['interested', 'curious', 'interest', 'angry', 'surprised']",1
1180,d3af2b81-04de-4c3b-a7af-7633f83d3e87,sentence1,my remote control started acting odd this morning,odd,"['curious', 'sad', 'desperate', 'surprise', 'disgusting']",1
1181,69cc0f94-fe9c-4fb1-9dc1-316acf654f09,sentence5,sally and her husband were still very proud,proud,"['enthusiastic', 'happy', 'sad', 'eager', 'curious']",1
1182,1ba978f3-4653-45f7-9a4c-27abe5081b26,sentence5,i told her i would pay the extra money with my mturk earnings,pay,"['interest', 'relief', 'worry', 'fear', 'anger']",1
1183,3bb3794a-5345-4c7c-b51d-cf5bae0b715a,sentence1,i am not a fan of water,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1184,083625b4-5ead-4af0-a397-462df031b322,sentence3,we suspected they were going to announce an engagement,engagement,"['involvement', 'interest', 'enthusiastic', 'interested', 'enthusiasm']",1
1185,083625b4-5ead-4af0-a397-462df031b322,sentence4,they did not announce any engagement and said he was only visiting,engagement,"['involvement', 'interest', 'enthusiastic', 'interested', 'enthusiasm']",1
1186,c9b4b5c9-ed58-4cd0-8f47-fdf6f1b3a84c,sentence2,we belonged to a music appreciation club,appreciation,"['interest', 'enthusiasm', 'enthusiastic', 'sorrow', 'sadness']",1
1187,c9b4b5c9-ed58-4cd0-8f47-fdf6f1b3a84c,sentence4,classical music was not popular and only a few people came,popular,"['interest', 'enthusiastic', 'interested', 'anger', 'angry']",1
1188,ac58f61e-b385-4279-be59-6a30502a5fe1,sentence5,my wife is now deleting unwanted photos on her phone,unwanted,"['curious', 'irritating', 'interest', 'hateful', 'angry']",1
1189,06639572-1cbb-4ebc-a751-8f44cc46431b,sentence5,i learned i do not want to be a teacher because its not worth it,worth,"['interest', 'interested', 'relief', 'worrying', 'happy']",1
1190,f8fb1226-ea9a-4cd7-94af-37798c7ec894,sentence5,pupa is now hospitalized and applying for disability benefits,benefit,"['interest', 'relief', 'interested', 'happiness', 'happy']",1
1191,ff2a5d80-8049-4e50-8ff7-9036d3d157d3,sentence2,the boy lied about his grades on his report card,lied,"['involvement', 'scared', 'afraid', 'hate', 'worried']",1
1192,d8a6d5c5-1748-4855-b6a8-7f6796e2cdfe,sentence4,tracy agreed to be dougs one and only,agreed,"['interest', 'interested', 'relief', 'involvement', 'surprised']",1
1193,3cc5a1d7-0563-44b3-ba15-7d6cf1125190,sentence4,he taught me well and showed me in ways i could understand,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1194,de2c2fde-bbe3-409d-9366-606da5fa38de,sentence4,benna hoped that he would change but he never did,hoped,"['eager', 'relief', 'surprise', 'happy', 'surprised']",1
1195,de2c2fde-bbe3-409d-9366-606da5fa38de,sentence5,benna finally got the courage to take her son and leave moe,courage,"['enthusiasm', 'grief', 'sorrow', 'sadness', 'hatred']",1
1196,3933ded6-2aa1-47e5-bba9-b225f908f201,sentence1,georgina was interested in purchasing a new car,interested,"['interested', 'curious', 'eager', 'interest', 'enthusiastic']",1
1197,286ef550-a748-49d2-8bfb-082883c81e07,storytitle,no credit,credit,"['interest', 'worried', 'worry', 'relief', 'fear']",1
1198,e268b958-78d2-4a58-8646-302b036f95ab,sentence2,he grew impatient when no one expressed interest,interest,"['interest', 'interested', 'enthusiasm', 'curious', 'eager']",1
1199,62bc7dc4-0a6a-4b78-8ea1-1f273e890471,sentence3,instead of looking cool he got a lot of grease on his face,cool,"['enthusiasm', 'rage', 'mad', 'anger', 'hateful']",1
1200,29972001-619a-4c42-bb05-2d3254f52951,sentence1,ave wasnt a fan of heavy metal music,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1201,38f3daba-c682-4aef-ba19-1296ea2b1a81,sentence3,she carefully removed it from under her dashboard,carefully,"['curious', 'anxious', 'eager', 'fear', 'interested']",1
1202,c626fb54-e3f4-4b43-8a9e-9536223a2a79,sentence2,it said his toner was low,low,"['interest', 'enthusiasm', 'worried', 'fear', 'anger']",1
1203,51962205-551d-48e1-b7dc-89e7881e13ad,sentence1,bernie told his supporters they had accomplished much,supporter,"['enthusiastic', 'involvement', 'enthusiasm', 'interested', 'interest']",1
1204,cac6874e-22b2-46bf-b4f3-dd829dece3f0,sentence5,now hillarys a huge shakira fan,huge,"['interest', 'relief', 'surprise', 'anger', 'fear']",1
1205,fce09119-0bc0-4d53-b7c1-2714abfa4598,storytitle,autistic lives matter,matter,"['interest', 'interested', 'sad', 'involvement', 'anger']",1
1206,33841104-b3f8-4dea-a1d8-4d375229e0a2,sentence2,someone expressed interest in buying it,interest,"['interest', 'interested', 'enthusiasm', 'curious', 'eager']",1
1207,87d1fbc2-6917-4320-9989-c85d809b66fe,storytitle,fan,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1208,87d1fbc2-6917-4320-9989-c85d809b66fe,sentence1,tom put a portable fan too close to the window curtain,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1209,87d1fbc2-6917-4320-9989-c85d809b66fe,sentence2,the blades pulled the curtains into the fan,fan,"['enthusiastic', 'rage', 'angry', 'enthusiasm', 'hate']",1
1210,01eafdc2-54f1-4113-a315-35023f297b7a,sentence3,he had been so efficient hed done them all,efficient,"['interested', 'enthusiastic', 'relief', 'happy', 'interest']",1
1211,929cb389-239b-4781-880b-dd0615a924f1,sentence5,bob had just enough energy to eat every forkful of it,energy,"['enthusiasm', 'interest', 'interested', 'eager', 'anger']",1
1212,8c587349-c70c-45e4-ab74-b4d264982e42,sentence4,he went through each crease in the liner carefully,carefully,"['curious', 'anxious', 'eager', 'fear', 'interested']",1
1213,b84872a6-2536-4b75-a6ae-e14e4394a326,sentence1,jose was very strong for his age,strong,"['interest', 'fear', 'enthusiasm', 'surprise', 'worried']",1
1214,f7446fdb-7a5d-4b88-87d4-7650ec0392a4,sentence4,he practiced every day and did very well,well,"['interest', 'happy', 'relief', 'surprise', 'interested']",1
1215,242e9922-ae13-4e95-8903-72f68db161e1,sentence2,he gathered together a list of people important to him,important,"['interest', 'interested', 'nervous', 'worry', 'fear']",1
1216,acf67ead-f77f-400b-8f46-5994f9eee681,sentence1,kyle was interested in taking karate,interested,"['interested', 'curious', 'eager', 'interest', 'enthusiastic']",1
