,storyid,sequence,text,sentword,sentword_vector,emotionlabel
726,057f268d-721f-4404-9e3c-a53d1defc6a0,sentence1,toms windows were drab and boring,boring,"['disgusting', 'sad', 'irritating', 'gloomy', 'desperate']",2
727,d2f2b729-90d7-46b4-ab67-d5796fff5a9e,storytitle,unpleasant violin,unpleasant,"['disgusting', 'irritating', 'sad', 'sadness', 'dislike']",2
728,b181965c-b095-4f4e-a666-8adc84738cc2,sentence2,he noticed that the window was dirty,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
729,a6fca678-eef5-46be-be6e-4eb40355a6c1,sentence2,traffic was far to slow for her liking,liking,"['dislike', 'loathe', 'enthusiasm', 'curious', 'interested']",2
730,5a9edfd1-0f1c-46d1-9be0-cb40f57ac0bd,sentence3,i sat down in tears hurting horribly,horribly,"['disgusting', 'sad', 'dreadful', 'grievous', 'scared']",2
731,95b734b0-eddd-4c03-a7dc-8abb941bd296,sentence4,james ended up puking up seven hot dogs,puking,"['disgusting', 'sadden', 'weepy', 'loathsome', 'irritating']",2
732,254c0b1b-fb66-4148-9bd7-a7b16fe1d857,sentence3,ive approached the object and gently touched it,gently,"['disgust', 'curious', 'sorrow', 'cheerful', 'amazement']",2
733,1a2aecd4-f67b-40ea-97cc-63e7e18d182b,sentence5,her sister hated it,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
734,6b138807-e0aa-4e0d-a809-bba8c74cc19e,sentence5,kim learned that her water was not the safest thing to drink,safest,"['disgusting', 'dislike', 'scared', 'loathe', 'fear']",2
735,23f638cf-42bd-4760-aca1-203e2fd5a7da,storytitle,rotten apple,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
736,23f638cf-42bd-4760-aca1-203e2fd5a7da,sentence2,to her dismay though it was rotten,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
737,e10a5a64-08f8-4693-84ac-ccbf7113d1c7,storytitle,greedy people,greedy,"['disgusting', 'scared', 'hateful', 'angry', 'annoyed']",2
738,2d95a45c-461b-458f-bb8b-ccf1f78f84ff,sentence3,a horrible smell drifted through all of the locker bays,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
739,13435ab6-26c1-4009-9256-6ad2182c2e5d,sentence3,his mom thought it was yucky and said no,yucky,"['disgusting', 'weepy', 'sadden', 'loathe', 'sorrowful']",2
740,2fd459cf-088a-4288-a393-7085d66238be,sentence2,everyone thought it was disgusting,disgusting,"['disgusting', 'disgust', 'dislike', 'loathsome', 'loathe']",2
741,78629ce9-8849-43a5-bd95-13a71605b945,sentence5,what was once an unhealthy runt is now a thriving dog,unhealthy,"['disgusting', 'irritating', 'dislike', 'hateful', 'hatred']",2
742,dea20648-4f9d-4047-bf5c-f564715217c5,sentence5,she never forgave herself for not telling him how she felt,forgave,"['loathe', 'dislike', 'grievous', 'disgust', 'astonished']",2
743,054d32cc-a2c0-4b71-b54b-d4ff3bab117d,sentence4,by the sixth time tom hated the commercial,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
744,4807dfc4-de0b-4004-b6bc-06e71765d27a,storytitle,helper,helper,"['repulsion', 'loathsome', 'rage', 'hateful', 'enthusiastic']",2
745,4807dfc4-de0b-4004-b6bc-06e71765d27a,sentence1,annas teacher picked her as class helper,helper,"['repulsion', 'loathsome', 'rage', 'hateful', 'enthusiastic']",2
746,4807dfc4-de0b-4004-b6bc-06e71765d27a,sentence5,anna asked the teacher to pick another helper,helper,"['repulsion', 'loathsome', 'rage', 'hateful', 'enthusiastic']",2
747,5115125a-57ca-4c44-b940-b1843bd9b9bf,sentence4,tom hated it and asked her to move it,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
748,0efb5418-0eb1-4628-bd0e-0724d682d2de,sentence5,when jill tasted it it was absolutely horrible,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
749,72061ac3-c844-4b12-acfd-bcb24e9bb4a6,sentence2,she thought the other kids would mock her,mock,"['disgust', 'surprise', 'amazement', 'grief', 'anger']",2
750,4f15d7c2-5791-4cd8-bc85-578b01629ab4,sentence2,all of the customers were rude and nasty,nasty,"['disgusting', 'hateful', 'dreadful', 'angry', 'surprise']",2
751,731c6a0f-edab-44fd-9897-1592c3f0ffe1,sentence4,after countless rejections she finally got one acceptance,rejection,"['disgust', 'anger', 'fear', 'sadness', 'irritation']",2
752,19ebd604-904d-4a16-9548-a975d449329e,sentence1,my son did the funniest thing last night,funniest,"['disgusting', 'sad', 'amazed', 'surprise', 'weepy']",2
753,9de920b9-c138-4b4a-aa1e-82ada383295c,sentence1,tom was on a horrible date,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
754,6350ed90-b21b-4c99-aa61-e42a4979133f,sentence5,it was disgusting,disgusting,"['disgusting', 'disgust', 'dislike', 'loathsome', 'loathe']",2
755,08d49b86-a34f-49cf-8be3-def3a7f70ba3,sentence5,i saw him puking inside of a garbage can,puking,"['disgusting', 'sadden', 'weepy', 'loathsome', 'irritating']",2
756,bcee0e58-ec44-453e-90ba-496a4316b61d,sentence1,there was an unpleasant smell in the house,unpleasant,"['disgusting', 'irritating', 'sad', 'sadness', 'dislike']",2
757,4bb20246-0c36-4ddf-8b1e-6b59fda1695f,sentence3,the secret was eating away at her inside and ruining the relationship,ruining,"['disgusting', 'afraid', 'worrying', 'loathe', 'fear']",2
758,4bb20246-0c36-4ddf-8b1e-6b59fda1695f,sentence5,gloria was so relieved she decided on a policy of honesty forever,honesty,"['dislike', 'disgust', 'disgusting', 'enthusiasm', 'hatred']",2
759,55aa50bc-8543-4a35-aa56-3ff8e23b1dee,storytitle,horrible tongue,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
760,cd975aa4-83ff-43e4-81c6-fad275b8b05e,sentence1,tom hated going to the mall,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
761,7b493c77-d391-42de-92c0-841e9fa8e18f,sentence4,she gently placed ears of corn into boiling water,gently,"['disgust', 'curious', 'sorrow', 'cheerful', 'amazement']",2
762,32a26285-dac8-41f0-a4a1-4c8c6e761ed0,storytitle,johnny the joker,joker,"['disgusting', 'repulsion', 'fury', 'hateful', 'mad']",2
763,ce1ea75f-fa2e-4fd1-a603-39d678d74883,storytitle,dirty socks,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
764,ce1ea75f-fa2e-4fd1-a603-39d678d74883,sentence3,he decided to wear a dirty pair,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
765,ce1ea75f-fa2e-4fd1-a603-39d678d74883,sentence4,before lunch toms feet smelled horrible,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
766,59faf916-5e2a-4685-b393-6f8449d48229,storytitle,dirty sheets,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
767,e8ca7b6f-e751-4f0f-8aec-537009677bd4,sentence1,sam was going through a nasty divorce,nasty,"['disgusting', 'hateful', 'dreadful', 'angry', 'surprise']",2
768,87b67464-adce-4ee8-af05-3f9f2fde67ad,storytitle,dirty towels,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
769,87b67464-adce-4ee8-af05-3f9f2fde67ad,sentence2,unfortunately all his towels were dirty,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
770,4ae68381-ac47-418a-b4d3-bbedc724189e,sentence4,he messed up a lot and wound up breaking his transmission,messed,"['disgusting', 'amazed', 'nervous', 'sad', 'scared']",2
771,dda04eae-da80-47bf-8771-4fee5c835a9c,sentence3,hailey left dirty dishes and dirty water in the sink after he asked,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
772,094ea82f-229c-4690-8ab1-820f126ec214,sentence1,ellie dreaded the new school year starting and she hated shopping,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
773,75f69da2-daab-4b4d-a5bf-d51fd693deff,sentence3,the traffic getting to and from work was ridiculous,ridiculous,"['disgusting', 'hateful', 'amazed', 'sad', 'dreadful']",2
774,d5a75589-a15e-4ed0-868a-f19070ae0fd0,sentence1,matt hated the amount of littering in his town,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
775,37f50c00-3918-4dab-8463-ba2f70bc87f6,sentence2,he hated running because it was bad on his knees,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
776,58acd291-7f89-49e5-90f5-b1ebeaff9307,sentence1,susie hated wine,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
777,8ceb9099-91da-42e1-ba8c-7f6f0c6507a5,sentence5,i told the seller this was considered an unethical practice on amazon,unethical,"['disgusting', 'loathe', 'dislike', 'hateful', 'loathsome']",2
778,9f7d2a84-842f-42cb-a5f9-fc2a55684c61,sentence5,the public never fully forgave him,forgave,"['loathe', 'dislike', 'grievous', 'disgust', 'astonished']",2
779,b562a9a2-ee04-47a0-8796-04d089bc49f2,storytitle,deceitful,deceitful,"['disgusting', 'hateful', 'loathsome', 'loathe', 'sadden']",2
780,9e0accb7-f43f-4d87-bd88-0f26335eac5e,sentence4,now i have cavities extractions and tooth decay,decay,"['repulsion', 'fear', 'worrying', 'despair', 'dreadful']",2
781,7c78490a-7924-40f9-a59e-113546b70de8,sentence5,he flunked the assignment,flunked,"['disgusting', 'amazed', 'irritated', 'startled', 'loathe']",2
782,2544fdb8-67ca-4c72-92b3-1c918c5bbcc3,sentence2,she hated wearing it curly,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
783,e649e549-6a07-4274-a392-218cc1969d51,sentence2,she hated how much medicine cost the elderly,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
784,de4d4ebd-95ed-4436-90bc-07fb8efa48f3,storytitle,messed up tattoo,messed,"['disgusting', 'amazed', 'nervous', 'sad', 'scared']",2
785,de4d4ebd-95ed-4436-90bc-07fb8efa48f3,sentence4,when she got it they messed up,messed,"['disgusting', 'amazed', 'nervous', 'sad', 'scared']",2
786,cf5b2e01-beaa-462c-a90e-e02d76ad13c6,storytitle,helper,helper,"['repulsion', 'loathsome', 'rage', 'hateful', 'enthusiastic']",2
787,d5255d01-a14c-4dfa-a6e7-bceb81467bdf,storytitle,the unhealthy man,unhealthy,"['disgusting', 'irritating', 'dislike', 'hateful', 'hatred']",2
788,aef01636-54a3-421c-834a-e533c6a8625e,sentence3,she was horrible with money and business matters,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
789,5c316fc7-9a59-41cf-83a8-a11039c7635e,sentence5,but she ended up liking the movie after all,liking,"['dislike', 'loathe', 'enthusiasm', 'curious', 'interested']",2
790,70eaa397-af14-4e73-a99b-dd05eba90992,sentence2,it was ugly and beat up,ugly,"['disgusting', 'sad', 'hateful', 'dreadful', 'angry']",2
791,c48a4d2a-fc93-4063-8b96-32557183824e,sentence1,dan hated to iron his work clothes,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
792,843fe87b-a897-413f-8521-80d707a020cf,sentence3,the cars cushion wasnt to his liking,liking,"['dislike', 'loathe', 'enthusiasm', 'curious', 'interested']",2
793,94b48337-492a-42a3-bcbd-fa38b6a791a2,sentence2,he hated driving,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
794,c70abced-2d05-4ca7-91f5-a2d9e78e71a4,sentence4,susan thought it was the funniest thing,funniest,"['disgusting', 'sad', 'amazed', 'surprise', 'weepy']",2
795,67c6ab0e-4a03-40dd-becc-3cdaef853ef5,sentence2,sarah secretly hated mini golf but agreed to go anyway,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
796,0c628022-5523-46ab-baf3-f06af0bcabe1,sentence4,ellen had to sit them down and tell them they were ruining everything,ruining,"['disgusting', 'afraid', 'worrying', 'loathe', 'fear']",2
797,0c628022-5523-46ab-baf3-f06af0bcabe1,sentence5,chastened the bridesmaids apologised and came to a compromise,apologised,"['disgust', 'grievous', 'sorrow', 'anger', 'sadness']",2
798,14204dda-fc57-4017-9191-3152c2739ce6,sentence4,but one night she messed up,messed,"['disgusting', 'amazed', 'nervous', 'sad', 'scared']",2
799,2a317db1-8b59-46d1-9716-1d951f0ba28a,sentence1,peanut was a dirty dog,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
800,d6927873-c35e-447b-a81e-e7016196c1a6,storytitle,disagree,disagree,"['loathe', 'dislike', 'worry', 'surprised', 'afraid']",2
801,573680d1-3e05-4690-a853-5e647ad1db9d,storytitle,boring afternoon,boring,"['disgusting', 'sad', 'irritating', 'gloomy', 'desperate']",2
802,573680d1-3e05-4690-a853-5e647ad1db9d,sentence5,it was also boring,boring,"['disgusting', 'sad', 'irritating', 'gloomy', 'desperate']",2
803,25a5f470-8f03-4ce5-b794-c6c4d0b47619,sentence5,she hated it,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
804,728f790e-7734-44bf-87f8-da721cab6610,sentence5,her face got messed up,messed,"['disgusting', 'amazed', 'nervous', 'sad', 'scared']",2
805,40766bd3-231f-4b0f-9470-74a7a72e5045,sentence3,she started getting really silly pens on purpose,silly,"['disgusting', 'sad', 'irritating', 'mad', 'scared']",2
806,314283e3-e56e-4974-8026-7467ebde8efb,storytitle,horrible haircut,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
807,287d5659-1dba-4428-9658-cb6253e13ae5,storytitle,katelans messy room,messy,"['disgusting', 'sad', 'irritating', 'joyful', 'gloomy']",2
808,6b00aa00-5f26-453f-8df9-f5aba3d8e468,sentence1,tom was a messy eater,messy,"['disgusting', 'sad', 'irritating', 'joyful', 'gloomy']",2
809,7ffc8b5f-20c1-45d3-af2c-594fd290c8f7,sentence3,petes boss sam hated that all pete made were pies,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
810,3d546dac-b3bd-453b-a9b1-4e4963d5bbaf,sentence5,tim felt silly and cleaned it up,silly,"['disgusting', 'sad', 'irritating', 'mad', 'scared']",2
811,a7ca678e-1e3c-47f9-81f3-f61315d8d764,sentence5,justin gladly accepted and moved to the big apple,gladly,"['loathe', 'sadden', 'astonished', 'amazed', 'surprised']",2
812,cccec28f-dae9-4745-8489-c415d501661c,sentence2,donna gathered up the dirty clothes in a basket,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
813,cccec28f-dae9-4745-8489-c415d501661c,sentence3,donna took the dirty clothes basket downstairs to the washing machine,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
814,8e4e1934-1a3e-43a8-aca4-70edd14b57f9,sentence2,she hated seeing the poverty around her,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
815,66fa1771-3f25-4ab1-adf4-560aae43e106,sentence5,penny liking this idea went along with helping her grandmother paint,liking,"['dislike', 'loathe', 'enthusiasm', 'curious', 'interested']",2
816,d14950a3-e9f4-4b61-933b-ad745ad7a827,sentence2,everything was normal until i heard an unpleasant noise,unpleasant,"['disgusting', 'irritating', 'sad', 'sadness', 'dislike']",2
817,356d68cb-60c3-4c92-ac28-733c76291794,sentence2,every now and then he would stop and criticize a painting,criticize,"['loathe', 'dislike', 'afraid', 'hate', 'annoyed']",2
818,356d68cb-60c3-4c92-ac28-733c76291794,sentence3,he would disparage every work as boring dull and unoriginal,disparage,"['loathe', 'dislike', 'sadden', 'hateful', 'grievous']",2
819,563d9130-f6fb-4d21-97bf-094df5df1fc6,sentence4,his shoes got dirty again,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
820,aa490ab3-df03-44f3-8a11-765c159aa6e7,sentence5,it was a rotten egg under the sofa,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
821,0cb73758-517d-433a-b129-d57de6a57ae0,sentence2,she liked school but hated shopping for school,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
822,e494a882-8464-4dc9-b658-8a9140a92431,storytitle,stinky cheese,stinky,"['disgusting', 'irritating', 'loathsome', 'sadden', 'loathe']",2
823,e494a882-8464-4dc9-b658-8a9140a92431,sentence5,his cheese was rotten,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
824,139c2eaa-e442-4655-a0bc-8a6101805757,storytitle,dirty cookie,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
825,9b66d24d-1b7b-4069-8ea9-340e8e5169bc,sentence4,he swung his putter at it gently,gently,"['disgust', 'curious', 'sorrow', 'cheerful', 'amazement']",2
826,6d7c6c5a-0625-4d0b-9f22-582d4bbaf837,sentence2,the circus announced a new attraction,attraction,"['repulsion', 'curious', 'interest', 'interested', 'eager']",2
827,cd105564-51b6-4e0e-8610-0ffa87ceba10,sentence1,suso hated being late,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
828,d3d2455d-3432-4786-891e-f981c5e53e8d,sentence4,they restaurant gladly obliged,gladly,"['loathe', 'sadden', 'astonished', 'amazed', 'surprised']",2
829,af3a671f-29da-4a63-b171-c51b8bae38d1,sentence5,katie designed and sewed a dress and looked fabulous,fabulous,"['disgusting', 'amazed', 'happiness', 'happy', 'joyous']",2
830,3c91fc30-35b0-4b97-a1e5-9d0f405c7d3b,sentence2,i thought the shirt was very ugly and not my style,ugly,"['disgusting', 'sad', 'hateful', 'dreadful', 'angry']",2
831,59028c9c-f949-4b1b-82e7-2a7372e85c5e,sentence1,dan did not mind thunder but hated lightening,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
832,c588bee2-ffc2-4c39-9ef8-96f22fa20625,sentence1,kys sister hated kys girlfriends,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
833,542b2b4c-f06c-49ae-8ab8-6fa3d11ef6d2,sentence5,so she drove to the dump,dump,"['disgusting', 'angry', 'fear', 'worry', 'panic']",2
834,5ea4cd7a-ec7f-41fc-b15c-b947fb1411f4,sentence1,sam noticed that his carpet was messy,messy,"['disgusting', 'sad', 'irritating', 'joyful', 'gloomy']",2
835,3e57805a-0eb3-4d7e-af70-7db4dc3e4176,sentence2,she hated going to classes and wanted to work to earn money,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
836,2b09f333-2d65-4003-8c8f-4296519e9217,sentence3,he immediately expressed his disgust with management,disgust,"['disgust', 'disgusting', 'dislike', 'anger', 'amazement']",2
837,bd1a5c1f-f772-4d80-9ad3-b0d74672e178,sentence1,sam hated going to the dentist,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
838,c43a9c15-77f0-414c-9123-b105358fc765,sentence5,he replaced their unhealthy snack with apples and grapes,unhealthy,"['disgusting', 'irritating', 'dislike', 'hateful', 'hatred']",2
839,9f1d0ebc-7976-454c-9b2b-33eeec310595,sentence5,ken wound up liking the experience,liking,"['dislike', 'loathe', 'enthusiasm', 'curious', 'interested']",2
840,426f5b0d-2b15-481c-a0c6-08b3eabc1520,sentence2,she hated her job,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
841,cc0f630f-26c6-402a-adbe-a1f21d7c2e1b,sentence5,it tasted horrible,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
842,188c5172-ea7a-4197-a11c-562a0197f099,storytitle,dirty rug,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
843,188c5172-ea7a-4197-a11c-562a0197f099,sentence3,he soon realized how dirty his rug was,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
844,22e540ec-91b1-4e34-b90b-815d5d8ac7c9,storytitle,julians betrayal,betrayal,"['disgust', 'disgusting', 'hatred', 'sadness', 'sorrow']",2
845,fb6c2809-9d39-4d11-a9f2-06cf5f2c72cc,storytitle,the dishonest mechanic,dishonest,"['disgusting', 'hateful', 'loathe', 'loathsome', 'dislike']",2
846,62d31be6-2248-4372-8cea-4848774425fe,sentence1,bob hated mowing,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
847,579a0aff-f086-45a9-87dc-b4e7580b5b20,sentence4,she saw the nicest dress,nicest,"['disgusting', 'cheerful', 'amazed', 'joyful', 'loathe']",2
848,8893224f-eb70-4d88-83cb-63c6cbf4bdf1,storytitle,ugly dog contest,ugly,"['disgusting', 'sad', 'hateful', 'dreadful', 'angry']",2
849,8893224f-eb70-4d88-83cb-63c6cbf4bdf1,sentence1,dan recently entered his dog into a ugly dog contest,ugly,"['disgusting', 'sad', 'hateful', 'dreadful', 'angry']",2
850,8893224f-eb70-4d88-83cb-63c6cbf4bdf1,sentence4,dan realized that his dog was not as ugly as he thought,ugly,"['disgusting', 'sad', 'hateful', 'dreadful', 'angry']",2
851,ba769fe2-365d-4e07-89e5-f6e7f21bcdc9,storytitle,worthless,worthless,"['disgusting', 'sad', 'hateful', 'desperate', 'gloomy']",2
852,ba769fe2-365d-4e07-89e5-f6e7f21bcdc9,sentence3,he went through his things figuring out what was worthless,worthless,"['disgusting', 'sad', 'hateful', 'desperate', 'gloomy']",2
853,28afe093-df08-4cc7-a799-d05f28a197e0,sentence4,he found it to be very dirty,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
854,f4943458-aa20-4262-89df-ee43315a0a25,storytitle,small mistake but horrible accident,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
855,e20094de-72b9-42d8-b073-ff24811355d6,storytitle,kennys horrible end,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
856,d1f147b6-e6ce-401a-8155-793863aae4d2,sentence2,dorian hated getting his picture taken,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
857,2bb44459-d0be-4804-a2a0-76c972ded8f1,sentence3,so she devised a sneaky plan,sneaky,"['disgusting', 'hateful', 'irritating', 'annoyed', 'loathsome']",2
858,9936a206-de20-4e97-b180-1dd49c3e598d,storytitle,boring day,boring,"['disgusting', 'sad', 'irritating', 'gloomy', 'desperate']",2
859,f8234bc1-0fd0-4833-8fb8-2ca028613490,sentence3,the date went horribly,horribly,"['disgusting', 'sad', 'dreadful', 'grievous', 'scared']",2
860,f8234bc1-0fd0-4833-8fb8-2ca028613490,sentence4,sam made up an excuse to leave early,excuse,"['disgusting', 'afraid', 'fear', 'hate', 'worry']",2
861,34a0c7f0-7cd3-4732-81c0-36f30f9e0559,sentence3,he salted the water with a teaspoon,teaspoon,"['disgusting', 'sorrow', 'grievous', 'curious', 'repulse']",2
862,68ab5ace-a318-4899-a29e-8d133e8ddb8e,sentence5,he calls her days later to dump her,dump,"['disgusting', 'angry', 'fear', 'worry', 'panic']",2
863,eb04569b-e2cf-4a66-a446-9c44b1e86c38,sentence3,my family teases me for my tea preferences,tease,"['loathe', 'irritating', 'disgusting', 'sadden', 'dislike']",2
864,a9cb4876-3589-4ba6-a079-873b990c051f,storytitle,dumpster diving,dumpster,"['disgusting', 'disgust', 'horrified', 'loathsome', 'sadden']",2
865,a9cb4876-3589-4ba6-a079-873b990c051f,sentence2,his greedy aunt threw away all of his grandfathers things,greedy,"['disgusting', 'scared', 'hateful', 'angry', 'annoyed']",2
866,1f3e3e7f-22aa-4df6-a348-7b1a0c4767c1,sentence3,she absolutely hated it even though she had cooked it,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
867,e377b9c4-0e3a-4826-8e6b-bb9265012851,sentence4,the liquid was disgusting and he spat it out,disgusting,"['disgusting', 'disgust', 'dislike', 'loathsome', 'loathe']",2
868,f4f0d953-7915-4e35-9528-e7ca20297b74,storytitle,cheat,cheat,"['loathe', 'afraid', 'hate', 'grievous', 'mad']",2
869,70f5f921-bdff-461f-ad99-54903a83cb19,sentence4,i took my old dirty clothes out of the laundry hamper,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
870,70f5f921-bdff-461f-ad99-54903a83cb19,sentence5,i put my dirty clothes on,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
871,b5dceaaa-2769-4d20-b0d7-0aaa6086f6f3,sentence2,she hated every single day of college,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
872,0abd93b6-0600-4bac-a697-9f2c717f91a4,sentence2,he held her face in his hands gently,gently,"['disgust', 'curious', 'sorrow', 'cheerful', 'amazement']",2
873,0cf8c9f1-3be7-40f3-9a9a-6ec1596d836e,sentence4,we had to complain multiple times to incompetent hotel management,incompetent,"['disgusting', 'annoyed', 'loathe', 'angry', 'loathsome']",2
874,cc0f003f-d331-489a-85d2-59c7ca6b6d35,sentence5,i tried that and it was horrible so i ate a hamburger instead,horrible,"['disgusting', 'dreadful', 'sad', 'grief', 'sorrow']",2
875,e9cb76da-54a6-4a26-bc7b-e0fd7025ef2c,storytitle,liar,liar,"['disgusting', 'loathsome', 'mad', 'hateful', 'scared']",2
876,5b29a4c4-172a-4d6f-88d6-005090a2e46d,sentence2,they needed to make a big impression so they spent all week preparing,impression,"['dislike', 'surprise', 'hatred', 'anger', 'fear']",2
877,1e2b04a6-a495-44b6-b5c0-26cdab0721a1,sentence4,he decided to cheat and got caught,cheat,"['loathe', 'afraid', 'hate', 'grievous', 'mad']",2
878,5913973b-8fb7-4212-8c5c-ee9369aaf3d5,sentence4,it was exhausting but rewarding,rewarding,"['disgusting', 'sad', 'interested', 'joyful', 'worrying']",2
879,0dfaa2f5-1f6e-4a43-bc79-9730be0df2b2,sentence3,at first ike hated the classes every day,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
880,7cab2748-0873-4639-a492-e4c75bb938a7,storytitle,sneaky,sneaky,"['disgusting', 'hateful', 'irritating', 'annoyed', 'loathsome']",2
881,958ba115-3200-4e04-aac4-ee10bccfe93f,sentence5,i confirmed that my friend was crazy for liking the disgusting treat,disgusting,"['disgusting', 'disgust', 'dislike', 'loathsome', 'loathe']",2
882,9cd54bbf-201e-4fc2-b07c-1ff5f09d947e,sentence2,she went online to find a game cheat,cheat,"['loathe', 'afraid', 'hate', 'grievous', 'mad']",2
883,9cd54bbf-201e-4fc2-b07c-1ff5f09d947e,sentence3,while looking for the cheat she got a virus on her computer,cheat,"['loathe', 'afraid', 'hate', 'grievous', 'mad']",2
884,e7fb92c7-ffd4-4d35-807e-b0465c4e50c8,sentence3,james did not like rejection,rejection,"['disgust', 'anger', 'fear', 'sadness', 'irritation']",2
885,66d3601d-81cf-44b6-8033-429ead1536e7,sentence5,randy leaves the hotel in disgust,disgust,"['disgust', 'disgusting', 'dislike', 'anger', 'amazement']",2
886,4304a873-762b-4e17-b73a-6877a4745eaf,sentence3,they checked into a fabulous hotel,fabulous,"['disgusting', 'amazed', 'happiness', 'happy', 'joyous']",2
887,3dd769a4-2a0c-42cf-b694-599858a1c9e2,sentence1,i hated my brown eyes,hated,"['dislike', 'hate', 'loathe', 'hatred', 'annoyed']",2
888,d4c2ae62-f8b1-4e5b-ab1e-ca083d5300c1,storytitle,rotten chicken,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
889,d4c2ae62-f8b1-4e5b-ab1e-ca083d5300c1,sentence3,we ended up having to throw away rotten chicken,rotten,"['disgusting', 'disgust', 'dislike', 'gloomy', 'happy']",2
890,d4c2ae62-f8b1-4e5b-ab1e-ca083d5300c1,sentence4,it stunk up the whole house,stunk,"['disgusting', 'dreadful', 'loathe', 'loathsome', 'sadden']",2
891,d4243de1-d9cb-4772-9e2f-c3241c97ad76,storytitle,dirty sofa,dirty,"['disgusting', 'hateful', 'afraid', 'mad', 'hate']",2
892,efef752b-08e9-401a-9a53-7989866eb8f1,storytitle,milton cheats,cheat,"['loathe', 'afraid', 'hate', 'grievous', 'mad']",2
