,storyid,sequence,text,sentword,sentword_vector,emotionlabel
3990,ee6ac732-64d0-4658-b252-f75eb4fefd20,sentence3,he decided to make a bold move,bold,"['desperate', 'eager', 'curious', 'surprise', 'enthusiastic']",6
3991,7626d3b4-74e5-4500-afb0-7be804403bf9,sentence3,he unfortunately couldnt find any stores,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
3992,de00a657-3e9f-4ad8-a5eb-c42d51a5b058,sentence3,his brother threw the ball too hard and it hit david in the mouth,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
3993,de00a657-3e9f-4ad8-a5eb-c42d51a5b058,sentence4,david cried a little bit and was bleeding,cried,"['grief', 'sorrow', 'grieving', 'sad', 'sadness']",6
3994,2dd35769-b1a7-46fb-a9d3-3e10309a24bc,sentence1,billy and his friend were headed to a jazz club,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
3995,3ec9b3cf-f175-4d49-95eb-a8b9d082aa57,sentence1,larry had just got some very bad news,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
3996,5c7e1645-1876-4da1-93f5-e7dc6bb5c69b,storytitle,lost reception,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
3997,5c7e1645-1876-4da1-93f5-e7dc6bb5c69b,sentence3,the woman lost reception down in a valley,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
3998,33a94788-9433-414c-baaf-ee2b0513e9e6,sentence1,finn loved to go hiking,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
3999,33a94788-9433-414c-baaf-ee2b0513e9e6,sentence3,he invited his friend marcy along,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4000,d0434dc4-543a-47ab-88ae-c94e383cb298,sentence1,gary recently lost  pounds,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4001,0fb89f0d-438a-4e45-8dad-62c38a0d975f,sentence3,she shoved in a hard wooden board so he wouldnt bite his tongue,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4002,fbd24523-4691-4323-8b90-4a394bfa091b,sentence5,it had a disappointing texture,disappointing,"['gloomy', 'surprise', 'surprised', 'sad', 'dreadful']",6
4003,ded56200-a5c4-4d1b-8a9f-7398eb2ac6b0,sentence2,her friend told her about a really creepy book,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4004,d9212432-057a-4fd5-8ad2-65e84ff4752b,sentence1,kate and her friend were at a seafood restaurant eating crab legs,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4005,225c2143-0541-4ba2-a9a9-501279176a1a,sentence1,one time me and a couple friends went to a par three golf course,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4006,225c2143-0541-4ba2-a9a9-501279176a1a,sentence2,i used my friends wedge,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4007,225c2143-0541-4ba2-a9a9-501279176a1a,sentence3,i used other friends putter,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4008,94d5727e-1f7a-402f-8e02-7ff15ca6ddbe,sentence5,eric ended up leaving the playground in shame,shame,"['sadness', 'sorrow', 'grief', 'anger', 'despair']",6
4009,17f9d54e-a9be-4927-9657-27ea94fcbab1,sentence2,unfortunately his computer is too old to play the game,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
4010,9f5dcd84-18d0-4630-a1f5-266aca514dcb,sentence2,he knew he was going to miss all of his friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4011,3793fb67-b03f-4122-a036-53c79d0ae9ee,sentence1,michaels girlfriend suffers from depression,depression,"['grief', 'despair', 'sadness', 'panic', 'nervous']",6
4012,3793fb67-b03f-4122-a036-53c79d0ae9ee,sentence2,today is a bad day for her,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4013,d935d9f0-7ece-412c-a28b-a0bf1d68cbce,sentence1,jervis has always loved his neighbors,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4014,ef5bbdff-ffc2-49eb-b68f-52de50b16375,sentence4,one day a friend asks louis if hes head of pokemon go,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4015,d1fdf40f-83d6-4c73-b950-b66d6188873b,sentence3,last week the fish died,died,"['grief', 'sorrow', 'grieving', 'mad', 'panic']",6
4016,e90dfc7e-9c29-4631-9fbb-bafbc44e8967,sentence5,a friend bought the tickets for  close to market value of,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4017,30ebdb03-ea1f-47d6-884c-d7aa63526b9b,sentence5,but his dad hugged him and said golf didnt matter  he loved adam,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4018,44a7aabd-7401-46ec-98e6-d6e1918310e2,sentence4,she did the difficult thing,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
4019,b37a7fbc-2e76-4a86-bd7d-b869fc73f6f3,sentence5,they told her they were sorry,sorry,"['sad', 'scared', 'afraid', 'sorrow', 'angry']",6
4020,d1285afc-88af-4830-8d1b-38faca4896df,storytitle,punished for accident,accident,"['grief', 'sad', 'panic', 'sorrow', 'fear']",6
4021,aa131140-295b-4f00-9d09-2ed6738ba0da,storytitle,bad egg,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4022,aa131140-295b-4f00-9d09-2ed6738ba0da,sentence2,she had given him a bad grade on his last exam,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4023,df6bca8e-4b6c-4722-adfa-854f4ceaf1d6,sentence1,randy broke his leg in an accident,accident,"['grief', 'sad', 'panic', 'sorrow', 'fear']",6
4024,f3442b79-3240-45f9-a28d-34b50f3d8e30,sentence5,she realized shed been neglecting herself,neglecting,"['grievous', 'irritating', 'worrying', 'dislike', 'loathe']",6
4025,5176888c-be81-4a7a-a3dc-93c6c376a3cd,sentence1,when kevin works hard he makes more money,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4026,d459ee4e-3c0f-4c0d-b160-3d7086d9bb7e,storytitle,lost cat named teddy blue,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4027,d7ac4876-acb0-426e-aaef-2451b3f252e4,sentence2,she loved the house she grew up and lived in,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4028,d7ac4876-acb0-426e-aaef-2451b3f252e4,sentence5,the swing set made cindy happy and she loved her new house,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4029,f7914586-470a-4120-b03d-40c96b0a76ac,sentence3,we gave her a hard root beer,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4030,cd954690-fd76-4de6-a0b8-2fb31932e9e3,sentence2,his coach pushed them all to work as hard as possible,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4031,4611d84a-cc47-4c52-8684-57a5452a4d2f,sentence2,he would wake up with back pains every day,pain,"['grief', 'sadness', 'relief', 'sorrow', 'anger']",6
4032,4611d84a-cc47-4c52-8684-57a5452a4d2f,sentence3,he decided to tell his friend about his problem,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4033,4611d84a-cc47-4c52-8684-57a5452a4d2f,sentence4,his friend actually had a spare bed at his house,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4034,f8c44895-ef10-4c67-95be-be2d4b5b0d9d,storytitle,lost in a corn maze,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4035,f8c44895-ef10-4c67-95be-be2d4b5b0d9d,sentence1,bobby and his friend joe decided to do a corn maze together,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4036,190acab8-c5eb-49f2-ba87-c716152f249b,sentence4,she loved the chicken from the first bite,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4037,c9f4de12-3a2a-441c-8af4-77b61b27c000,sentence5,he had forgotten to buy coals along with the new grill,forgotten,"['grief', 'sad', 'afraid', 'scared', 'fear']",6
4038,94a63963-3690-4a83-a790-22dacba97f83,sentence4,it was frustrating,frustrating,"['sad', 'irritating', 'worrying', 'dreadful', 'desperate']",6
4039,04745351-96c1-4053-abc7-2e955671902c,sentence4,unfortunately one day the dog disappeared,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
4040,fbd1d0a9-1f7c-42c5-a54e-a02c6c76d0d7,sentence2,his friend joe did well in the same class,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4041,7e87dce3-b985-42cc-a7db-d9b0244c3af2,sentence2,he and his friends organized a basketball tournament,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4042,7e87dce3-b985-42cc-a7db-d9b0244c3af2,sentence4,after a few years people forgot about the friend,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4043,3903aed4-b3bc-4205-beca-0bd0433e1715,storytitle,accidental proposal,accidental,"['grievous', 'irritation', 'panic', 'surprise', 'involvement']",6
4044,c382b76f-e2e5-4d80-9759-0c2cba8979bc,sentence1,tom noticed the cat was acting weird,weird,"['sad', 'disgusting', 'scared', 'dreadful', 'mad']",6
4045,c382b76f-e2e5-4d80-9759-0c2cba8979bc,sentence3,when he looked at it he thought it looked weird,weird,"['sad', 'disgusting', 'scared', 'dreadful', 'mad']",6
4046,1716e9ed-3ee9-427e-8e26-2e25db886bfa,sentence1,fred loved bird watching,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4047,1716e9ed-3ee9-427e-8e26-2e25db886bfa,sentence5,he couldnt wait to show his friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4048,16be0583-a85d-4578-8f31-9caddb743070,storytitle,death,death,"['grief', 'sorrow', 'fear', 'hate', 'involvement']",6
4049,16be0583-a85d-4578-8f31-9caddb743070,sentence3,he died last week,died,"['grief', 'sorrow', 'grieving', 'mad', 'panic']",6
4050,c9c41961-b474-4acf-9b8f-a906017fd521,sentence2,i had been practicing very hard for the show,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4051,e6f5641b-4097-48f8-86fc-2f3ddfda773a,storytitle,friend zone,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4052,e6f5641b-4097-48f8-86fc-2f3ddfda773a,sentence2,he became friends with a cute waitress named susan,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4053,e6f5641b-4097-48f8-86fc-2f3ddfda773a,sentence5,robbie was crushed when susan turned down his invitation to the prom,crushed,"['grief', 'anger', 'joy', 'sorrow', 'angry']",6
4054,c7f4ad7d-bd2c-44ba-a57c-1a65e4f1fba2,storytitle,hard to hit,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4055,c7f4ad7d-bd2c-44ba-a57c-1a65e4f1fba2,sentence3,she pushed down on the key hard,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4056,91f6570f-482b-4370-ab8d-e86b9d91a644,sentence5,the boy loved him as a father,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4057,f23c74ac-5b7d-47e9-aa1f-165dc64b101e,sentence3,his friends rolled him over,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4058,580a071b-d296-4fa1-98b5-14af6fb094ec,sentence1,johnson and his friends are going to a concert together,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4059,0bb2624f-09c8-44b0-b0a4-faa96adc5f29,sentence3,he lost a lot of money,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4060,dd4535e8-d1ca-4ebc-8b6c-7abec361ff15,sentence3,he went to the pantry and it was empty,empty,"['desperate', 'sad', 'despair', 'gloomy', 'sadness']",6
4061,b14fbaa1-d5a7-403e-9ffa-f8d8b6e0a437,sentence5,jennifer realized that her friend was right,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4062,adbb2ff4-43ea-4dab-8b97-ee13ed724381,sentence1,dan was having a hard time keeping his pen out of his mouth,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4063,f6172f73-6139-4f99-a285-858d88ed4893,sentence3,the next day he found a flyer for a missing cat in his mailbox,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
4064,de805579-37df-4816-9e46-00f33b8c7a25,sentence4,kay eventually died from her injuries,died,"['grief', 'sorrow', 'grieving', 'mad', 'panic']",6
4065,dada4745-ea39-40b6-bbaf-e16ebe32cf99,sentence1,my  year old friend harry fought in ww,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4066,58cb8e85-69f7-4b24-bf4d-e832b17369f4,sentence4,people loved my brownies and they paid me a lot of money,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4067,ed89e821-ceb3-49b9-a389-86d4ceb7e2e6,sentence1,nora and her family loved eating fried chicken and bought it often,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4068,1e47d8b9-ddd0-4ea8-a2c9-2d067d20dd4b,sentence1,on july th our friends  year old son had a knee operation,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4069,c434a64b-6868-4cdf-8fa9-e8928f607e45,sentence3,too bad for her it was much too dark,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4070,0e143010-ece8-4904-8728-6170550e4504,sentence2,she went to the doctor and got some bad news,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4071,0e143010-ece8-4904-8728-6170550e4504,sentence5,bonnie with a little help from her friends stopped smoking for good,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4072,0828e4a0-aebe-4dd7-9aac-51198b187a3f,sentence1,dave was failing in physics,failing,"['desperate', 'involvement', 'anger', 'angry', 'relief']",6
4073,0828e4a0-aebe-4dd7-9aac-51198b187a3f,sentence3,dave got a campus tutor and worked very hard,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4074,741e6b41-0208-405d-95a6-1031b14313b5,sentence2,he loved the time he spent there,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4075,741e6b41-0208-405d-95a6-1031b14313b5,sentence5,all in all phillip really loved going to boston,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4076,9c7a1855-c774-4dbd-aa41-e2c0b77ce90f,sentence1,charles loved being outside,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4077,02a67a84-5bc1-4b59-a8f2-20a23629ecdc,storytitle,the bad milk,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4078,02a67a84-5bc1-4b59-a8f2-20a23629ecdc,sentence4,kate started to feel bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4079,2fb08dcc-dfae-4f30-9838-36b248ace901,sentence4,tina and her friends made sure to meet the stars after,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4080,cdc081bc-9597-40fb-92c0-2b2745060672,sentence5,the dog was quiet but now he was sad,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4081,21ce3d33-676d-401c-9974-c34562fea540,sentence1,charlie didnt have friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4082,4b8e3a7a-1455-44de-abf7-0b350aa907bd,sentence1,ella wanted to ride horses  she had always loved them,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4083,4b8e3a7a-1455-44de-abf7-0b350aa907bd,sentence3,ella was so excited for her first lesson and she loved it,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4084,becb4d7a-9121-46cb-8af3-ff40357fae52,sentence2,she studied hard the night before,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4085,0b210365-6d73-4114-9bc7-1f8e53c9c876,sentence1,onis friends invited her along to a corn maze for halloween,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4086,258e5796-1a7d-445a-8b72-7bb52ba43f7f,sentence4,jill was in complete shock over the news,shock,"['grief', 'sadness', 'surprise', 'sorrow', 'anger']",6
4087,e0059df0-f011-4922-8987-e8715ec3c2f6,sentence4,the man lost his spirit to dance,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4088,845400a6-1b5f-4685-9927-fb3ca669a92b,sentence1,bobby had a hard time talking to girls,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4089,845400a6-1b5f-4685-9927-fb3ca669a92b,sentence5,he found that talking to girls wasnt so hard after all,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4090,94473599-00cb-4a33-a6c8-7d4f9d3030d4,sentence4,the girl chose to hide in a location that was difficult to locate,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
4091,aa44a888-0e42-458f-ad32-801c29c892b5,sentence3,she opened it intending to close it hard,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
4092,651d17a2-7074-4e9f-97a6-8eccb99d55df,sentence1,may felt sad about the homeless person,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4093,49e4c502-0c18-4575-a127-1a656c8c0d37,sentence1,timmy and his friend jason loved riding bikes,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4094,6b6b79f0-ecbc-49ed-a2e8-cec1440a73db,sentence1,dan was sick of the bully john torturing him in his high school,torturing,"['grievous', 'hatred', 'horrified', 'hate', 'disgusting']",6
4095,851095fb-512a-4b7b-b841-438ec39ef3c9,sentence4,but to his shock his mom really drank the tea,shock,"['grief', 'sadness', 'surprise', 'sorrow', 'anger']",6
4096,d279cb52-ed80-43a5-80fe-db284eb278aa,sentence5,when the storm abated the farmhouse was in ruins,ruin,"['despair', 'fear', 'grievous', 'sad', 'happiness']",6
4097,dfc85619-f190-478d-a739-1518f8e82f7d,sentence1,sam was walking near the lake with his friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4098,dfc85619-f190-478d-a739-1518f8e82f7d,sentence2,one of his friends pushed him into the lake,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4099,dfc85619-f190-478d-a739-1518f8e82f7d,sentence4,sams friend found a towel for him,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4100,2fa896f4-f705-4a2d-ac81-f1bfe9016029,storytitle,weird ringing,weird,"['sad', 'disgusting', 'scared', 'dreadful', 'mad']",6
4101,6083829c-9f40-4c34-95f5-f0f7ea87636c,sentence1,george came home to a big mess,mess,"['sad', 'disgusting', 'gloomy', 'grief', 'desperate']",6
4102,9239d59e-8e7d-4b6c-bb4b-ee9529f4837e,sentence5,gary died in his sleep that night,died,"['grief', 'sorrow', 'grieving', 'mad', 'panic']",6
4103,503ca449-a4c8-465a-8389-a22255152086,storytitle,bad orthodontist,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4104,ff92c837-8235-42e3-993f-f062aaf941bb,sentence3,after months he was finally ready to tell his girlfriend he loved her,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4105,f5f1c1ab-a7bd-4feb-83ba-b9e15f86908e,sentence2,he tripped over a plank and lost his balance,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4106,d4d4683a-a466-48ee-bc41-45647ece2495,sentence5,he went on with his busy day on an empty stomach,empty,"['desperate', 'sad', 'despair', 'gloomy', 'sadness']",6
4107,b2b42085-749f-43e1-a30b-d8c67d6f759c,sentence1,mary went with her friends to get her nails done,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4108,b2b42085-749f-43e1-a30b-d8c67d6f759c,sentence3,she let her friends pick for her,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4109,b2b42085-749f-43e1-a30b-d8c67d6f759c,sentence4,her friends decided to do pink and green,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4110,8d975bac-47e1-4ea5-bcd2-8d10b2ff0f54,sentence1,stacy was starving,starving,"['desperate', 'relief', 'grieving', 'despair', 'scared']",6
4111,8dc34381-45e4-4717-a8d5-665debb32edd,storytitle,bitter sweet,sweet,"['sad', 'joy', 'sorrow', 'sadness', 'happy']",6
4112,8dc34381-45e4-4717-a8d5-665debb32edd,sentence1,cath is making herself a sweet cup of coffee,sweet,"['sad', 'joy', 'sorrow', 'sadness', 'happy']",6
4113,92abe6d5-d7c4-4b6f-9313-1df194af8391,sentence3,she also talks to her friends on the phone,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4114,10580c24-8485-4e74-8e85-b2700d81faa6,sentence1,tim was experiencing mild stomach pain,pain,"['grief', 'sadness', 'relief', 'sorrow', 'anger']",6
4115,d2117623-b3db-4fe3-a458-e1047a7f9e4e,sentence1,chad had been friends with will for thirteen years,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4116,fe332d64-241d-4825-9c99-01f908f53e92,sentence5,he loved swimming,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4117,0a5481bf-1e45-449a-b8a0-aafb6b3cec0a,sentence2,all of a sudden the mug shattered,shattered,"['sad', 'grief', 'panic', 'fear', 'horrified']",6
4118,d2b7e2c2-f679-42e4-9b82-0c81faebcc5d,sentence3,fortunately after a few minutes it stopped hurting so bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4119,653131ff-9ddb-4a6b-b317-673e3f0c1bbb,sentence4,yet unfortunately erics daughter started to cry,cry,"['sad', 'sorrow', 'grief', 'despair', 'angry']",6
4120,5b576649-c677-421f-bd8b-a1ead4ab701c,sentence2,she ended up running into old friends from high school at the bar,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4121,1daac0a4-6c98-40d7-9c89-295b6360be7e,sentence2,kate loved it,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4122,ae239fae-2e9f-4821-b64a-f053096758ff,sentence1,gary was sad that he was divorcing his wife,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4123,ae239fae-2e9f-4821-b64a-f053096758ff,sentence5,gary was sad but glad they could resolve things amicably,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4124,795294fa-394e-4c59-bc40-bb327554c9fb,sentence5,he returns home to tell his friends of the vacation,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4125,0be43a84-6238-4a50-be99-9e6215a4e788,sentence3,yet unfortunately it crashed,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
4126,0be43a84-6238-4a50-be99-9e6215a4e788,sentence4,tina lost a lot of money,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
4127,4df1310d-4af8-4fb7-a85c-26fc0f47a2f9,sentence4,the wife said it was the husbands fault,fault,"['grievous', 'anger', 'nervous', 'mad', 'afraid']",6
4128,f4c73186-96e0-431e-b916-4436082e4e4f,sentence5,his lunch was missing a fruit snack and a pudding cup,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
4129,19ecff03-fafc-4cd9-92d6-255b028c766d,sentence1,cindy wanted to improve her bad memory,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4130,6e56f01f-36ab-45f7-9626-4bd7af49bf8f,sentence1,i baked a cake for my friends birthday the other day,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4131,6e56f01f-36ab-45f7-9626-4bd7af49bf8f,sentence5,he also loved how the cake tasted,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4132,cdcbbe12-47b1-42bf-8e59-136ceee15b61,sentence5,she was sad about breaking her radio,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4133,92f3cdd5-c94e-41c1-a3fb-7205373c62c7,sentence4,she thought things would be very awkward,awkward,"['sad', 'curious', 'annoyed', 'irritating', 'desperate']",6
4134,17f1304b-e62e-490c-aa46-082f902e49dc,storytitle,freds bad break,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4135,17f1304b-e62e-490c-aa46-082f902e49dc,sentence3,fred drove to the movie theatre to meet with friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4136,2ca729da-c877-4328-90ba-b491aadd00d5,sentence1,jude was a poor boy in a very big city,poor,"['desperate', 'relief', 'worried', 'fear', 'angry']",6
4137,4a60170d-340c-4b36-b21c-852fe2bf7e6d,sentence1,there was an empty lot in town,empty,"['desperate', 'sad', 'despair', 'gloomy', 'sadness']",6
4138,28083e98-7097-4977-a9a9-291fb86ecf43,sentence5,he loved them,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4139,f4c9cfc5-d0b7-47f8-975b-f6ac2795171c,storytitle,pride,pride,"['sadness', 'joy', 'anger', 'sorrow', 'grief']",6
4140,f4c9cfc5-d0b7-47f8-975b-f6ac2795171c,sentence3,theyd planned to meet friends who were there when the two arrived,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4141,f4c9cfc5-d0b7-47f8-975b-f6ac2795171c,sentence4,jerrys friend melissa handed then two rainbowcolored flags,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4142,6355b2df-dbcf-4669-9b15-fc5d09a50a41,sentence5,joe is only vice president and that makes him sad,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4143,6fe5e53e-aa92-4bec-bac5-8fb3609a0a5e,sentence3,the teacher gave him a failing grade,failing,"['desperate', 'involvement', 'anger', 'angry', 'relief']",6
4144,5b7df5c7-c4da-4e7f-bd82-4ff4a7fe3a59,sentence3,a weird man came up to my window,weird,"['sad', 'disgusting', 'scared', 'dreadful', 'mad']",6
4145,6a27ea34-cabb-4e43-aedc-7250ddca58e1,storytitle,skateboarding woes,woe,"['sorrow', 'despair', 'joyful', 'sadness', 'joy']",6
4146,14285ab1-4e1d-4c52-a12c-a557c82d6e0f,sentence2,they loved to play flashlight tag together,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4147,6c7b817f-2d88-4285-9c29-f6713c402bf9,sentence2,the girl thought it was funny,funny,"['sad', 'cheerful', 'curious', 'disgusting', 'happy']",6
4148,705abaa0-416e-4158-b8f3-3d756f9bbffc,sentence5,the man looked ashamed as he returned the apple,ashamed,"['sad', 'scared', 'afraid', 'horrified', 'sadness']",6
4149,021c6385-a6ce-423d-ba75-aa9e20aede20,sentence1,i was babysitting the children of a friend one night,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4150,53e0410c-74b7-444f-b0fe-9ef81be0d57b,sentence4,jan felt very sad about this but accepted it,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
4151,82dff492-b2d4-42f3-868e-ea1b0557ef3b,sentence2,he asked a friend who was much wealthier than he was,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4152,82dff492-b2d4-42f3-868e-ea1b0557ef3b,sentence3,his friend was helpful and suggested he change careers,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
4153,1c35e55e-39cb-4413-8cab-75987f795dac,sentence4,as he began to start he noticed he had forgotten to buy thread,forgotten,"['grief', 'sad', 'afraid', 'scared', 'fear']",6
4154,2e6b0f6c-1572-4c3f-83b5-693f6d1c3fd4,storytitle,bad performance,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4155,2e6b0f6c-1572-4c3f-83b5-693f6d1c3fd4,sentence5,unfortunately she lost big time,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
4156,bf66ac34-7874-4336-ab21-43d61c4c8a12,sentence1,rene loved the swings,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
4157,c12bfc34-40bb-4fe7-b941-d67c0475242c,storytitle,bad shipping,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
4158,5f007805-5fd7-4d33-89d1-3bb627fe982f,sentence5,eli was truly relieved when he was finally able to get to a bathroom,truly,"['sad', 'happy', 'amazed', 'interested', 'afraid']",6
4159,516fc546-b04a-4bbd-ab2b-012bcea6fd2b,sentence1,anne was at her friends house playing in their new pool,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
