,text
22825,@iamjamiefoxx  you never fail to bring light to a situation #happydays #Oscars2014 #smilesallround
22826,"Quarter finalist :) Good job INDIANA &lt;3
#Happy"
22827,"Damn @Pharrell it's cool bruh, I know the genius &amp; the world does too. Keep dropping that fire #HAPPY"
22828,Never been more inspired while watching the #Oscars  These speeches are so moving #inspiration #joy #gratitude #mindfulness
22829,Surprise Surprise it was Frozen!! No one saw that coming!! 😱 #sohappy
22830,
22831,I have a feeling there would have been riots on Broadway if that hadn't won!! #yay #allthefeels #letitgo #oscars #crying #sohappy
22832,Nooooo... #Happy
22833,Ok so you know I am salty #happy
22834,
22835,Just found my roomies!!! #sohappy #dcp
22836,I'd be MUCH happier if ANYONE but Frozen won. I would have loved to see @Pharrell win. I love #happy
22837,A second oscar for Frozen! #LetitGo #sohappy
22838,Him &lt;3 #happy #hotornot #geekingout
22839,
22840,I still prefer my Minons!! #Happy
22841,
22842,HAPPY DEVIA TER GANHADO! #Happy #Pharrel
22843,
22844,Let it go won!!!!!!!!!!!!! #frozen #sohappy #lovethisacceptancespeech  #sohappy
22845,Jamie didn't wanna say that sh!t lol #Happy
22846,LET IT GO WON AN OSCAR!!!! ❄️❄️😁😁😁😳😳❄️❄️ #crying #sohappy
22847,It's been a CRAZY and EVENTFUL weekend with @takenbyisaiah!! Going to bed soon and couldn't be happier😊👌😴 #myweekend #happy #bedsoon #tired
22848,"""@BenMulroney: Fun speech by writers of Let it Go."" Too true and a ln #Oscar for eaxh of thier daughters. #happydays"
22849,
22850,I just purchased the song #LetItGo from #Frozen = #SoHappy #TwirlingWildly
22851,Dreams do come true. #newman #sohappy
22852,Great lazy Sunday and weekend with @SpencerKarr1 #happy #lucky
22853,The Lopez's were so cute. #letitgo #oscars #sohappy
22854,Damn... @Pharrell should have won #Happy
22855,There's only one song in that category that people will be still singing in 20 years. #Happy
22856,
22857,"Frozen ""Let It Go"" won best song #sohappy #lovethatsong"
22858,Uuuugh. F'n #Frozen #originalscore @walmart #suburbia #saveusall  give us #happiness
22859,"I don’t mind getting #Frozen, because I’m #Happy"
22860,
22861,@LeoDiCaprio you need an oscar...... and of course.... ME ! #happiness
22862,TO all the people who said let it go would never win against U2 : I CALLED IT. SUCK ITTTT. #Oscars #Frozen #SOHAPPY
22863,
22864,
22865,
22866,
22867,
22868,I ♥ my life #Godfirst #dramafree #joy
22869,
22870,Let it go!!! Let it goooooooo!!! #yes #sohappy
22871,@Pharrell is still the big winner!!#happy
22872,How can you NOT give that one to @Pharrell ... Bet he's still #happy
22873,
22874,
22875,LET IT GO WON!!!! YES YES YES YES YEEEEES!!!! #frozen #sohappy #bestsong #idinaisaqueen
22876,Who else was for #HAPPY
22877,Last PT tomorrow!!!! 😊 #happy
22878,Ahhh tak sabar #Comebackhome #Happy
22879,#2NE1InMexico  #LATINOAMÉRICAWANTS2NE1 I'm so #Happy
22880,
22881,aahhhh the last second of #dreamdropdistance made me spaz so much.. can't wait for #kh3!!!!!!!!!! need to buy dat ps4!! #sohappy #nerdingout
22882,Right about now something tells me @Pharrell is not #Happy
22883,Had such a great day today hanging with Tori #awesomeday #sohappy
22884,
22885,
22886,
22887,#ComeBackHome y #Happy
22888,Officially enlisted in the military. 42A human resources specialist I leave August 25th. (: #happy #military
22889,Happy is still my damn joint! I'm playing it now! #Happy
22890,
22891,"All state, Pokemon on Netflix, and just in general life is dope rn. #happy"
22892,gonna get killed by @nuqmann_Qyym and @JarodLee12 once they read all these. hehehe #dead #happy #unbelievable
22893,
22894,I'm so excited #letitgo won best song. I'm absolutely obsessed  &amp; totally deserves the #oscar #sohappy
22895,30 minutes again to go to #COMEBACKHOME #HAPPY #2NE1CRUSH
22896,Ellen is my favorite person #happy
22897,Most obnoxious acceptance speech of the night to Frozen winners. Rehearsed much? composers.#U2shouldhavewon #Happy
22898,Walk into my room and kaitlyn FINALLY took down all her Justin Bieber posters!!! #SoHappy
22899,"Got a panic attack, got kicked in the head, made it to the barricade, and saw @austincarlile and @olobersyko #Americandreamtour #sohappy"
22900,
22901,
22902,
22903,
22904,
22905,
22906,
22907,
22908,
22909,
22910,
22911,
22912,
22913,
22914,
22915,
22916,
22917,
22918,
22919,
22920,
22921,
22922,
22923,
22924,
22925,
22926,
22927,
22928,
22929,
22930,
22931,
22932,
22933,
22934,
22935,
22936,
22937,
22938,
22939,
22940,
22941,
22942,
22943,
22944,
22945,
22946,
22947,
22948,
22949,
22950,
22951,
22952,
22953,
22954,
22955,
22956,
22957,
22958,
22959,
22960,
22961,
22962,
22963,
22964,
22965,
22966,
22967,
22968,
22969,
22970,
22971,
22972,
22973,
22974,
22975,
22976,
22977,
22978,
22979,
22980,
22981,
22982,
22983,
22984,
22985,
22986,
22987,
22988,
22989,
22990,
22991,
22992,
22993,
22994,
22995,
22996,
22997,
22998,
22999,
23000,
23001,
23002,
23003,
23004,
23005,
23006,
23007,
23008,
23009,
23010,
23011,
23012,
23013,
23014,
23015,
23016,
23017,
23018,
23019,
23020,
23021,
23022,
23023,
23024,
23025,
23026,
23027,
23028,
23029,
23030,
23031,
23032,
23033,
23034,
23035,
23036,
23037,
23038,
23039,
23040,
23041,
23042,
23043,
23044,
23045,
23046,
23047,
23048,
23049,
23050,
23051,
23052,
23053,
23054,
23055,
23056,
23057,
23058,
23059,
23060,
23061,
23062,
23063,
23064,
23065,
23066,
23067,
23068,
23069,
23070,
23071,
23072,
23073,
23074,
23075,
23076,
23077,
23078,
23079,
23080,
23081,
23082,
23083,
23084,
23085,
23086,
23087,
23088,
23089,
23090,
23091,
23092,
23093,
23094,
23095,
23096,
23097,
23098,
23099,
23100,
23101,
23102,
23103,
23104,
23105,
23106,
23107,
23108,
23109,
23110,
23111,
23112,
23113,
23114,
23115,
23116,
23117,
23118,
23119,
23120,
23121,
23122,
23123,
23124,
23125,
23126,
23127,
23128,
23129,
23130,
23131,
23132,
23133,
23134,
23135,
23136,
23137,
23138,
23139,
23140,
23141,
23142,
23143,
23144,
23145,
23146,
23147,
23148,
23149,
23150,
23151,
23152,
23153,
23154,
23155,
23156,
23157,
23158,
23159,
23160,
23161,
23162,
23163,
23164,
23165,
23166,
23167,
23168,
23169,
23170,
23171,
23172,
23173,
23174,
23175,
23176,
23177,
23178,
23179,
23180,
23181,
23182,
23183,
23184,
23185,
23186,
23187,
23188,
23189,
23190,
23191,
23192,
23193,
23194,
23195,
23196,
23197,
23198,
23199,
23200,
23201,
23202,
23203,
23204,
23205,
23206,
23207,
23208,
23209,
23210,
23211,
23212,
23213,i'm ready!!! #2NE1 #COMEBACKHOME #HAPPY
23214,3 minutooos!!!!!!! #COMEBACKHOME &amp; #HAPPY
23215,Hahahaha. Blackjacks really know YG #2NE1 #COMEBACKHOME #HAPPY
23216,
23217,
23218,Best Picture Winner: 12 Years A Slave #Oscars #Oscar2014 #congrats #sohappy
23219,OMG!!!! 12 Years A Slave WON!!!!!! #SoHappy #truelyhappyforthem
23220,My heart is beating so fast omg #COMEBACKHOME #2NE1 #HAPPY
23221,
23222,time for the real show to start #COMEBACKHOME #HAPPY
23223,1 FUKN MINUTE  #HAPPY #COMEBACKHOME
23224,
23225,Blackjacks are #HAPPY
23226,12 Years A Slave won best film!!! :D AWESOMENESSS!!! #HAPPY
23227,Is this real life? Is this a fantasy? 2min #2ne1 #COMEBACKHOME #HAPPY
23228,
23229,
23230,2 MINUTOS!!! #COMEBACKHOME &amp; #HAPPY #2NE1
23231,SO CLOSE BLACKJACKS!!!! ARE YOU READY FOR #COMEBACKHOME AND #HAPPY
23232,
23233,argh #HAPPY
23234,1 minuto la conchaaa!!!!!!!! #COMEBACKHOME #HAPPY
23235,
23236,I'M READY GOSH  #HAPPY #COMEBACKHOME
23237,So close so close aaaaaahhhhhhhhh #comebackhome #happy #2ne1
23238,
23239,
23240,12 years a slave WONNN !! #sohappy #Oscars2014
23241,Guess who got a PERFECT score on her Archaeology test!! ;D #sohappy
23242,ARE YOU READY!!!!!! #COMEBACKHOME #HAPPY #2NE1
23243,the mv is out already! #2NE1 #COMEBACKHOME #HAPPY
23244,muero lentamente #ComeBackHome #Happy
23245,
23246,2 mins... #Comebackhome #Happy #2NE1
23247,almoooost #COMEBACKHOME #HAPPY
23248,"12 Years a Slave wins best picture! What an important film, I could not agree more. #Oscars #sohappy"
23249,
23250,steve mcqueen you are the sweetest. #baby #sohappy
23251,ONE MINUTE #COMEBACKHOME #HAPPY #2NE1
23252,OMG JUST 1 MIN LEFT TO #COMEBACKHOME &amp; #HAPPY #2ne1blackjacksarehome
23253,
23254,i'm gonna spam ya'll #Happy #2NE1  #COMEBACKHOME
23255,
23256,@ygent_official Now you gotta do what you gotta do! #2NE1 #COMEBACKHOME #HAPPY
23257,#ComeBackHome #Happy #ARGENTINA
23258,Excited! :)) #happy #comebackhome #2ne1
23259,Thank you @KevinGetem for following me back :) #happy
23260,I wanna see that mv like crazeeehh #comebackhome #happy #2ne1
23261,Watching the #Oscars2014  and I must say we've come a long way. Blacks &amp; whites standing together celebrating on the same stage #tears #joy
23262,
23263,OMG ONE MORE FUCKING MINUTE!!!! I CANT!!! I FREAKING CANT!!!!! #2NE1 #COMEBACKHOME #HAPPY
23264,Can't wait for #HAPPY
23265,REFRESH! #2NE1 #COMEBACKHOME #HAPPY
23266,WE ARE READY #2NE1 #COMEBACKHOME #HAPPY
23267,😂😂😂😭😭😭😭😭😭😂😂😂 #happy
23268,2 min #COMEBACKHOME #HAPPY
23269,Awe look at him jumping #joy #Oscars
23270,all sleep gone now.. #2NE1 #ComeBackHome #Happy
23271,"Ya los quiero!!! XD
 #COMEBACKHOME #HAPPY"
23272,Awesome way to end the weekend. #happy
23273,
23274,
23275,HAHAHAHAH #2NE1 #COMEBACKHOME #HAPPY
23276,I love nights like this❤️ #happy #happy #happy
23277,Happy m/v is out!! #HAPPY
23278,CRUSH COMEBACKHOME AND HAPPY GUYS #COMEBACKHOME #HAPPY #2NE1
23279,Life is good #happy #enjoyingeveryminute #mexico
23280,Glad that suit didn't bust...lol....#happy
23281,
23282,
23283,
23284,I still can't get over of bommie boobs dance... kkk. #2NE1 #COMEBACKHOME #HAPPY
23285,
23286,
23287,@haroobomkum @krungy21 @mingkki21  #Happy #comebackhome #2NE1
23288,excited to see 2ne1s new videos #comebackhome #happy
23289,/SCREAMS/ #COMEBACKHOME #HAPPY #2NE1
23290,
23291,
23292,I am in such a good mood rn #happy
23293,
23294,IS out!!!!! #happy #2NE1
23295,ok starting with #2NE1 #HAPPY
23296,ITS OUT! OMG IM SCARED #2NE1 #COMEBACKHOME #HAPPY
23297,
23298,It's out!!! #2NE1 #COMEBACKHOME #HAPPY
23299,happy release!!!!! #COMEBACKHOME #HAPPY
23300,
23301,Silly chicks games are for kids !! 😊 #happy
23302,HAPPY FUE LIBERADO!!! #COMEBACKHOME &amp; #HAPPY #2NE1
23303,HAPPY M/V OUT ZOMFGGGGGGGG #2NE1CRUSH #HAPPY
23304,Can't wait too see the adventures spring &amp; summer bring! No time to let people bring you down #happy #positive
23305,lol spam time! #2ne1 #happy
23306,Talking about wedding plans over dinner with my future in laws. Gets me so excited &amp; it's still over 2 years away #blessed #happy #cantwait
23307,Going to skip my lunch to see my GZBs MVs #COMEBACKHOME #HAPPY #2NE1CRUSH 
23308,Found out that good friends/neighbors are buying house they've been renting next door and are staying put. #happy #awesomelywonderfulnews
23309,YG wheres the MVs #COMEBACKHOME #HAPPY
23310,Dara!!!!! F*ck you are GORGEOUS!!!! 2ne1 #HAPPY
23311,
23312,
23313,words can't even begin to describe how successful this weekend was #happy
23314,Did #SteveMcQueen just do a Holy Ghost dance after his BIG win #12YearsASlave ... lol love it...#happy
23315,IT'S ONLY 37 SECS AND I'M ALREADY CRYING #HAPPY #2NE1
23316,YA SALIO!!!!! #HAPPY #2NE1
23317,
23318,
23319,Omg the MVs are out!!! #2NE1 #HAPPY #ComeBackHome
23320,
23321,wait was Dara's bangs gel? glued? drawn? haha #Happy
23322,Last week till spring break 😎😈 #happytweet
23323,Omgomgomgomf #happy #2ne1
23324,
23325,
23326,I love Leo but Matthew's Oscar was well-deserved #sohappy
23327,
23328,
23329,SO SO SO EXCITED FOR #2NE1 's MUSIC VIDEOS! MY BODY IS READY YG!   #HAPPY #ComebackHome
23330,
23331,
23332,BOMMIE SO CUTE!!!!! #HAPPY
23333,Ooooohhhh wutttt 2NE1 released an MV for my favorite song on their album? :D #Happy
23334,OMG DARA’S HAIR…WTF??  WHO WAS THE STYLIST FOR HAPPY? #2NE1 #HAPPY
23335,
23336,i'm all smiles watching #HAPPY #2NE1
23337,
23338,MV's out!!!! it's freakiiiiing out!!! #2NE1CRUSH #Happy
23339,"made it to destination, Good Night everyone :), school tomorrow for me. one more month and I'm done college! ! #happy #college #DontGiveUp"
23340,
23341,
23342,"The start of something new, does not have to be the end of something that ""was"" good. #feelgood #happy #feelgoodbaby"
23343,@Oscars #ellen2015 nice job 30 mins late but a great job. #wheresmypizza #Happy
23344,
23345,and CL in pigtails is always a welcomed bonus #2NE1 #HAPPY
23346,"WOW! It feels like looking at their debut days, haha. The music video suits the song very well! :) #Happy #2ne1"
23347,
23348,
23349,YES TWELVE YEARS A SLAVE WON SO WELL DESERVED #Oscars #BestPicture #SOHAPPY #FINALLY
23350,OMGGG MY QUEENS ARE GORGEOUS! I LOOOOVE THEIR COLORS TT^TT #2ne1 #COMEBACKHOME #HAPPY
23351,Can't wait to watch come back home after this then watch on repeat!!!! #2NE1 #HAPPY #COMEBACKHOME
23352,IM SO HAPPY RN THANK YOU 2NE1 #HAPPY #2NE1
23353,"addfshjskdlagdaghskd don't know what to watch first!!&lt;%\€|¥|•?/)/$""/9 #2NE1 #COMEBACKHOME #HAPPY"
23354,"@RISEFM943 Cause we happy that yall are on air 

#Happy #Happy #Happppppppy"
23355,"YG is giving us the cute first, and then the shocking in a while. #2NE1 #ComeBackHome #Happy"
23356,The Dalai Lama was so funny today. #happiness
23357,
23358,eh! that mv was so much fun to watch! NEED MORE 2NE1 IN ALL BLACK!! #Happy
23359,
23360,
23361,SOOOOO H-A-P-P-Y !!!! #2ne1 #COMEBACKHOME #HAPPY
23362,
23363,One month with this beautiful girl @madi_corbett  #happy
23364,
23365,
23366,
23367,will definitely watch 2NE1 MVs later at work. #2NE1CRUSH #COMEBACKHOME #HAPPY
23368,"OH SHYT, which i MV should i watch first? Lol #2NE1 #COMEBACKHOME #HAPPY"
23369,&lt;33333333333333 I LOOOOOOOOVE THE ANIMATED LOOK THEY'RE PULLING &lt;333333 #2ne1 #COMEBACKHOME #HAPPY
23370,2ne1 happy video was adorable!!!! I loved it!!!!!! #2NE1 #HAPPY
23371,
23372,"This was the 1st year that I managed to watch every nominated film before the awards, and hence, so many of my predictions happened! #Happy"
23373,
23374,
23375,So colorful ! ♡ #HAPPY
23376,IT'S OUT OMGGG THE MUSIC VIDEOS #COMEBACKHOME #HAPPY
23377,THAT'S THE BEST MV EVER !!♥♥♥♥ O.M.G I'M CRYING !! YOU GO GIRLS !! #2NE1 #HAPPY
23378,omfg daraaaaaa! #2ne1 #COMEBACKHOME #HAPPY
23379,and it was a wonderful day!... goodnight everyone. :) #happy
23380,
23381,#COMEBACKHOME #HAPPY #2NE1 #CRUSH
23382,OMG DARA HAIR LOL #2ne1 #HAPPY
23383,
23384,Things are looking up 😊👌 #Positive #Happy
23385,THE GIRLS SO STYLIST AND PRETTY!!!! I LOVE THE MVVVVVVVVV THEY ARE SO CUTEEEEE JFSEBKJLBKJLSBFKJBDJKSFBSDKJBFDKBFSKBFSKD #HAPPY
23386,
23387,
23388,I can never express enough how thankful I am with everything and everyone God has placed in my life.#happy #blessed
23389,Pues yo me quedo con @Pharrell y #happy #LookingForwardTo
23390,Guess i will start packing tomorrow . Cali here i come! #happytweet
23391,"Ok I'm staring come back home!!! Wow already look cool!!!
#2ne1 #HAPPY #comebackhome"
23392,Yes 2NE1 I am indeed #HAPPY
23393,
23394,"It's kinda cool that my cousin's, cousin won an Oscar today! Go @Lupita_Nyongo :) #sohappy"
23395,
23396,
23397,Criminal minds is on!! :) #happytweet
23398,
23399,BOM UNNI WHY. TOO SEXY AAAAA #HAPPY #2NE1
23400,
23401,
23402,
23403,AHORA VERE HAPPY #Happy #2NE1  #COMEBACKHOME
23404,YESSSSSS!!!!! NO SCHOOL TOMORROW! :D #happy
23405,CL &amp; Minzy unni...... Hairporn *^* I LOVE THEIR HAIR #HAPPY #2NE1
23406,My boyfriend came over brought me dinner and stayed to watch the walking dead with me. #hesakeeper #happy
23407,Butterflies ☺️🙊 #sohappy
23408,
23409,
23410,OMG it's a futuristic theme!!!! I've been waiting for this!!!!! I love it!!!!!!! #2ne1 #comebackhome #HAPPY
23411,Ma queens are back! ♥ #happy #COMEBACKHOME
23412,OMG 2NE1 NEW MUSIC VIDEOS ARE HERE!!! :O #HAPPY #COMEBACKHOME
23413,
23414,New Age para Brindar!! .. #happiness
23415,my eyes are mainly on mah girls 2NE1 #2NE1 #Happy #ComeBackHome
23416,I love hugs #happy
23417,
23418,
23419,
23420,Ok I just took like 30 pictures edits soon #COMEBACKHOME #HAPPY #2NE1
23421,Come Back Home MV #2NE1 #ComeBackHome #Happy
23422,
23423,Isnt it... They shoot it for a long time ago? Some part of it is their old style hair ._. #2NE1HAPPY #HAPPY #2NE1
23424,Bommie and her cape again xD #HAPPY
23425,
23426,
23427,
23428,Finding out you have an essay due tomorrow and you're already in bed #yay #thankyoujesus #grateful #happy
23429,2ne1 Time! #comebackhome #happy
23430,ASFJLAJFLK!!! I JUST CANNOT WITH THIS FEELSSS!!! ITS TOO MUCH I'M CRYING!!! #2NE1 #COMEBACKHOME #HAPPY
23431,
23432,
23433,@krungy21 Unnie... so pretty!!! &gt;&lt; #Happy
23434,Ooooh I love when 2ne1 just randomly destroys stuff!!!!! I like this video a lot!!!! I think it's my fav 4now!!! #2ne1 #comebackhome #HAPPY
23435,Perfect ending to a great weekend with the perfect girl @kenzierandklev #happy
23436,2NE1's MVs are AWESOME :) I Love it !! #COMEBACKHOME and #HAPPY
23437,
23438,That song is stuck in my head now. 🔫 #happy
23439,I just love Kiley so much. #sohappy
23440,best kpop MV ever ~ #happy #comebackhome
23441,
23442,
23443,
23444,Omo! Jeremy Scott!! #happy #2ne1
23445,I swear OT4 looks so flawless in the mv #comebackhome #happy
23446,ES QUE NO HAY PALABRAS PARA LOS MV!♡ #COMEBACKHOME #HAPPY #2NE1
23447,
23448,No classes tomorrow 😊💁 #happy
23449,I JUST SAW A SHOOTING STAR OMG 🎆🎇 #blessed #happy
23450,
23451,
23452,I'm sure 2NE1's #ComeBackHome MV will get 5 million views later tonight. Blacjacks power! #2NE1 #ComeBackHome #Happy
23453,
23454,BEAUTIFUL LADIES ;__; #COMBACKHOME #HAPPY #2NE1
23455,"Happy is very cute, simple but cute! #Happy #2NE1  #COMEBACKHOME"
23456,
23457,
23458,OMMGGGGGG DARAAAAAAA  #2ne1 #COMEBACKHOME #HAPPY
23459,BLACKJACKS are crying right now. Come Back Home is freaking awesome! #2NE1 #ComeBackHome #Happy
23460,El comeback home me gusto pero como que no lo entendi #Happy #2NE1  #COMEBACKHOME
23461,COME BACK HOME #Comebackhome #HAPPY
23462,
23463,Now our dedicated screencappers are on the move hehehe #2NE1 #COMEBACKHOME #HAPPY
23464,They are drenched in Jeremy Scott but somehow made it work for this MV? haa #Happy
23465,"last 5 nights of got to believe @imdanielpadilla and @bernardokath 
love love love

#happy"
23466,&gt;&gt;&gt;&gt;&gt;That wonderful feeling after working out:) #FitLife #Happy
23467,I have only four class next trimester I'm #sohappy
23468,
23469,"Wow....it's only 2 degrees now, so thnakful the power is back on n we have heat again #grateful #toasty #happy"
23470,
23471,
23472,"in the end, minzy's hair so cool !! PURPLE OUTFIT♥♥ REPLAYING AGAIN AGAIN AND AGAIN♥♥ GO GO BJs !! #2NE1 #HAPPY"
23473,Feeling blessed on this rainy monday. #happy #goodness #grace
23474,Just remembered no school tomorrow! (-:-) #happy #stressed #idek
23475,
23476,
23477,JHFJHJDKSFHKJDSFH OMG!!!!!!!!!!! DAEBAK MVS INDEED! WAS SHOUTING THE WHOLE VID!!! #COMEBCAKHOME #HAPPY
23478,
23479,Just watched Happy and again wow it was amazing. #happy #2ne1 #amazing
23480,
23481,@ygent_official Thank you very much for the very beautiful MVs. #2NE1 #ComeBackHome #Happy
23482,
23483,
23484,"Not ready for Monday, I had a great weekend with my BF. #happy"
23485,
23486,
23487,I'll watch it again #Happy #2NE1  #COMEBACKHOME
23488,
23489,Omg cool and good mv #COMEBACKHOME #HAPPY
23490,Well at least I have the greatest boyfriend ever and my friends by my side. 😉 #sohappy
23491,
23492,"DARA, TY WANTS HIS HAIR BACK PLS #HAPPY"
23493,There was too much good things going on and my mind can't process the visuals and the message all at once. #2NE1 #ComeBackHome #Happy
23494,
23495,I hope you're #HAPPY #2ne1
23496,
23497,
23498,I NEED TO DOWNLOAD THE MV RN #2NE1COMEBACKHOME #HAPPY
23499,
23500,
23501,"Yeah, my girlfriend is pretty awesome. I will be bragging. #allmine #loveit #getusedtoit #sohappy #thelife"
23502,"WELL, THAT'S WHAT YOU CALLED MV.
#HAPPY"
23503,Dara with her hair down was a GODESS!!!! #HAPPY
23504,Everyday I'm shown more by @edsheeran 's music how badly I want to have a convo with him. To see a little deeper. #Pain #Happiness #Desire
23505,
23506,CL with blonde hair is perfection &lt;333 #2NE1 #2NE1COMEBACKHOME #2NE1HAPPY #HAPPY #COMEBACKHOME
23507,Going to bed in a good mood #happytweet
23508,
23509,
23510,I'm so glad they cancelled school tomorrow! 🙆😍🙌 #happytweet
23511,you are totally a bad girl in this . keep it up #2NE1 #happy #cl
23512,"Esas 2NE1 bien dicen.. is ALL OR NOTHING, osea vienen con todo #2NE1 #COMEBACKHOME #HAPPY"
23513,#Midnight #Bed #Pillow # Rest #SweetDreams #Happy #TwOff
23514,Download the HD one ~ #COMEBACKHOME #Happy
23515,One month on the 5th ☺ #TimeFlies #Happy #WednesdayHurry
23516,Another wonderful weekend with the ones I love! #HappyTweet
23517,"As always, @krungy21 looks stunning in every hairstyle/haircolor! #happy #COMEBACKHOME"
23518,No snow yet #CapitalHeightsMD #Happy
23519,@Pharrell congrats on your G I R l album. Can't wait to get it. #happy
23520,"Is time to #CRUSH!!!
#ComeBackHome #Happy"
23521,
23522,Park Bom has a great body loved her outfit #HAPPY
23523,"Bommie's short hair is so cute! Minzy's blue hair is way chic, CL's ponytails are adooorbs and Dara's hair unique as always! #HAPPY #2NE1"
23524,I love 2NE1s new MVs :D I just cant right now... they're so pretty!!! #Happy #ComeBackHome #AllOrNothing  #YGfamily
23525,
23526,CHAERIN YOU WERE SO CUTE!!!! #HAPPY
23527,Sometimes a little text is all you need to make everything better. #happy
23528,CL - 91 lah. you are back into the blonde hahahaha you are not bitchy anymore . you have known they way to go back home :D #2NE1 #happy #cl
23529,And both mvs doesnt looks like on the normal plain set LOL it looks so reaaaaaal #2NE1 #2NE1COMEBACKHOME #2NE1HAPPY #COMEBACKHOME #HAPPY
23530,@Pink is such an awesome performer. One of the best. And loved. @Pharrell 's performance! I'm #happy
23531,
23532,Worth the wait.... Daebak 2NE1 #COMEBACKHOME #HAPPY
23533,"2NE1 are flawless is their new MV, but DARA AND CL THOUGH!! LOVE THEM!!!!! #nolza #2ne1 #crush #comebackhome #happy"
23534,
23535,They're all are so adorable and happy. #Happy
23536,I don't even talk to @LaurenPickens1 anymore but i love seeing reading her tweets and her in my notifications! #HappyTweet #TwitterFriend
23537,"For a monday morning, wakin up at 4.45 and off to work im in a surprisingly good mood! #happy"
23538,
23539,Perfect Those 4 girls are perf wbqjkqbskz Can't wait for my fav song on this album omggggg ♥♥ #2NE1CRUSH #2NE1 #HAPPY #COMEBACKHOME
23540,@Pharrell Your song still makes me #Happy
23541,
23542,how precious when they were walking on the street together!!!:') #HAPPY
23543,
23544,Can CL always have pigtails on please? #Happy
23545,The girls were just so beautiful in both. I like how the two MVs are so different in concept and aesthetics. #2NE1 #ComeBackHome #Happy
23546,BOM IN HER PINK SUPER HERO CAPE #2NE1 #HAPPY
23547,So excited for spring break ! #sohappy
23548,"2ne1's MVs out!!!
#comebackhome #happy"
23549,
23550,
23551,Omg the Happy video is probably my favorite 2ne1 music video to date. So colorful and lively! #2NE1CRUSH #ComeBackHome #HAPPY
23552,
23553,Turn down for what?! Not having to set an alarm for the morning is such a great feeling! 😴 #cuddles #sleepingin #happiness
23554,
23555,
23556,I have to say that I cannot pick a favorite video yet. I really like #comebackhome but I also really like #happy #2ne1
23557,Loving Nelspruit's new radio station @RISEFM943 new dj Vibe giving us a reason to be happy in the morning #vibe #SAtalent #happy
23558,Do u understand the MV? xD #Happy #2NE1  #COMEBACKHOME
23559,Jeremy scott #2NE1 #Happy
23560,Bom - 99 \m/ you are the queen on this nuna ! #2NE1 #happy #bom
23561,aahahhh kerennn... awesome than i judge before #comebackhome #happy #2NE1
23562,"Also... Let it go, let it gooooooooooo #sohappy"
23563,"@ygent_official Tan originales como siempre c:
#2NE1 #COMEBACKHOME #HAPPY"
23564,Dara looks so beautiful in both MVs #2NE1 #COMEBACKHOME #HAPPY
23565,AWWW JEREMY #HAPPY
23566,
23567,Worth it ang paghihintay natin blackjacks! #COMEBACKHOME #HAPPY #2NE1 #CRUSH
23568,It's very unique tho #Happy #2NE1  #COMEBACKHOME
23569,"colourful , crazy fashion , cute . ""I HOPE YOURE H.A.P.P.Y"" #HAPPY #2NE1"
23570,Seriously tho I cant get over Dara's chocolate brown hair. I love it!!! #Happy
23571,
23572,SO PROUD OF YOU!! @krungy21 @haroobomkum @mingkki21 #CL #2NE1 #2ne1 #COMEBACKHOME #HAPPY
23573,
23574,
23575,Both MV's where awesome! 2NE1 killed it! especially with Comeback Home #2NE1 #COMEBACKHOME #Happy
23576,The Queens are baaaack!!!! 2 vids in a row! woooooww!! #Happy #ComeBackHome #2NE1
23577,"Mis Reinas &lt;3
#2NE1 #COMEBACKHOME #Happy"
23578,UGH I KNEW I WOULD LOVE THE HAPPY MV GFDI #2NE1CRUSH #HAPPY
23579,Bom looks super pretty #Happy #2NE1  #COMEBACKHOME
23580,
23581,park fbom is so freakin prettayyyyyyyy im gonna cry sia #happy #comebackhome
23582,No vi prego.....SONO DIVINE! #HAPPY #2NE1
23583,
23584,"cigs, iced coffee, and coursework #happy"
23585,
23586,I'M SOOOOOOO H.A.P.P.Y!!!  #2NE1 #COMEBACKHOME #HAPPY
23587,Gosh #2ne1 is really back!!! T.T #ComeBackHome #Happy
23588,
23589,the MV is so DAEBAK !! #COMEBACKHOME  #happy
23590,
23591,
23592,This feeling is absolutely amazing!! I almost forgot what it was like! 😁 #Happy
23593,Or...i could be trippin. LOL it looks similar. hahaha #2ne1 #COMEBACKHOME #HAPPY
23594,
23595,They're wearing colourful outfits from the start and suddenly change to all black outfit omgod they're so gorgeous #2ne1 #happy
23596,Thank you Lord...New mercy i see. #GoingForward #HappyDays #HappyHappenings #UnprecedentedFavour
23597,-ETTAMENTE!! #HAPPY #2NE1
23598,
23599,Ok I'm gonna watch both M/Vs again! :) &lt;3 #2NE1 #ComeBackHome #Happy
23600,Broke my personal record with 21 correct predictions after my all-time curse of 18! #Happiness #Oscars
23601,Jeremy shows his love #HAPPY
23602,Had a fun filled weekend spending time with my man :) @t_jgray #happy
23603,Today was almost unrealistic💕. #happy #happycamper
23604,DARA'S hair tho  lol..it looks like the yg stylist doesnt know what to do with dara's style anymore.fudge!  #happy
23605,I'm actually happy with everything right now! #nolie #happy
23606,I love my peeps. @_Dani_Sheree_ @rcblunt @Mitchell255 @PackerSlacker @Rchav44 @mslizzylome .. The list goes on. Happyness to all. #Happiness
